income,review_scores,Size,Area
2835,,1.5,Manhattan
591,100,1.5,Manhattan
173,100,1.5,Manhattan
175,84,1.5,Manhattan
200,73,1.5,Brooklyn
2625,95,1.5,Manhattan
3150,,1.5,Brooklyn
2850,97,1.5,Manhattan
66,95,1.5,Brooklyn
640,95,1.5,Bronx
2100,,1.5,Manhattan
653,98,1.5,Brooklyn
2604,98,1.5,Brooklyn
3675,,1.5,Manhattan
2711,84,1.5,Manhattan
669,94,1.5,Queens
2730,,1.5,Brooklyn
2730,91,1.5,Manhattan
139,100,1.5,Manhattan
88,100,1.5,Brooklyn
84,100,1.5,Queens
232,93,1.5,Manhattan
781,92,1.5,Brooklyn
1743,92,1.5,Brooklyn
840,90,1.5,Queens
68,100,1.5,Queens
296,97,1.5,Brooklyn
194,90,1.5,Brooklyn
1228,92,1.5,Brooklyn
2280,96,1.5,Manhattan
665,100,1.5,Brooklyn
3150,,1.5,Brooklyn
68,100,1.5,Manhattan
1695,98,1.5,Manhattan
2520,70,1.5,Manhattan
4200,,1.5,Brooklyn
2430,100,1.5,Brooklyn
2196,91,1.5,Brooklyn
35,80,1.5,Brooklyn
986,100,1.5,Brooklyn
324,100,1.5,Queens
2310,96,1.5,Manhattan
7539,,1.5,Manhattan
819,90,1.5,Queens
1365,98,1.5,Queens
1260,97,1.5,Queens
3675,98,1.5,Brooklyn
282,80,1.5,Manhattan
1134,96,1.5,Queens
4326,,1.5,Manhattan
20,100,1.5,Queens
666,80,1.5,Manhattan
1890,100,1.5,Manhattan
4116,98,1.5,Brooklyn
714,100,1.5,Manhattan
1470,98,1.5,Queens
7880,96,1.5,Manhattan
359,,1.5,Manhattan
61,,1.5,Manhattan
91,100,1.5,Brooklyn
3969,,1.5,Brooklyn
179,88,1.5,Queens
628,98,1.5,Brooklyn
2520,98,1.5,Brooklyn
501,90,1.5,Staten Island
225,100,1.5,Brooklyn
1485,100,1.5,Manhattan
1050,96,1.5,Brooklyn
29,80,1.5,Brooklyn
432,70,1.5,Manhattan
254,100,1.5,Brooklyn
1236,93,1.5,Manhattan
1962,100,1.5,Brooklyn
164,92,1.5,Brooklyn
1869,89,1.5,Queens
1113,,1.5,Brooklyn
677,100,1.5,Manhattan
1302,97,1.5,Queens
2685,99,1.5,Manhattan
1743,100,1.5,Brooklyn
54,80,1.5,Brooklyn
50,100,1.5,Brooklyn
59,100,1.5,Brooklyn
1932,98,1.5,Brooklyn
2079,92,1.5,Brooklyn
525,98,1.5,Brooklyn
333,95,1.5,Queens
158,90,1.5,Brooklyn
3087,99,1.5,Manhattan
288,97,1.5,Brooklyn
2079,90,1.5,Queens
77,100,1.5,Bronx
96,100,1.5,Brooklyn
3297,92,1.5,Brooklyn
156,90,1.5,Brooklyn
257,97,1.5,Brooklyn
5250,96,1.5,Brooklyn
397,100,1.5,Bronx
605,96,1.5,Manhattan
2584,99,1.5,Brooklyn
1916,99,1.5,Manhattan
2878,75,1.5,Manhattan
2499,,1.5,Bronx
322,95,1.5,Brooklyn
1680,,1.5,Manhattan
930,100,1.5,Brooklyn
1155,,1.5,Brooklyn
2100,,1.5,Brooklyn
1239,91,1.5,Brooklyn
50,90,1.5,Manhattan
135,80,1.5,Brooklyn
16800,100,1.5,Brooklyn
48,,1.5,Brooklyn
11550,96,1.5,Manhattan
400,80,1.5,Manhattan
1346,100,1.5,Manhattan
252,100,1.5,Brooklyn
3129,,1.5,Manhattan
66,95,1.5,Brooklyn
460,95,1.5,Manhattan
6300,,1.5,Manhattan
192,100,1.5,Brooklyn
2415,95,1.5,Manhattan
50,100,1.5,Brooklyn
5670,,1.5,Manhattan
1254,100,1.5,Manhattan
634,98,1.5,Manhattan
3224,93,1.5,Manhattan
2100,97,1.5,Brooklyn
945,95,1.5,Queens
314,85,1.5,Brooklyn
413,80,1.5,Bronx
45,67,1.5,Queens
1155,,1.5,Manhattan
4725,98,1.5,Brooklyn
1488,89,1.5,Brooklyn
190,95,1.5,Brooklyn
76,80,1.5,Brooklyn
582,93,1.5,Brooklyn
107,100,1.5,Brooklyn
2205,97,1.5,Queens
1375,97,1.5,Brooklyn
144,100,1.5,Queens
44,100,1.5,Manhattan
945,79,1.5,Queens
183,90,1.5,Brooklyn
2520,87,1.5,Queens
1155,97,1.5,Brooklyn
82,80,1.5,Queens
1871,99,1.5,Brooklyn
158,100,1.5,Manhattan
2262,100,1.5,Manhattan
2415,91,1.5,Manhattan
3150,,1.5,Manhattan
678,100,1.5,Brooklyn
257,100,1.5,Manhattan
186,95,1.5,Brooklyn
1155,84,1.5,Queens
1155,83,1.5,Queens
1155,97,1.5,Brooklyn
1680,,1.5,Manhattan
383,90,1.5,Brooklyn
179,20,1.5,Manhattan
3444,91,1.5,Manhattan
16,,1.5,Queens
521,89,1.5,Manhattan
45,100,1.5,Queens
582,90,1.5,Brooklyn
4200,97,1.5,Manhattan
972,95,1.5,Brooklyn
1995,95,1.5,Manhattan
2415,95,1.5,Manhattan
1260,,1.5,Manhattan
16800,,1.5,Staten Island
2352,,1.5,Queens
2100,,1.5,Queens
71,95,1.5,Brooklyn
45,100,1.5,Queens
972,98,1.5,Bronx
153,100,1.5,Brooklyn
1890,98,1.5,Brooklyn
346,93,1.5,Manhattan
191,90,1.5,Brooklyn
120,100,1.5,Brooklyn
2520,,1.5,Manhattan
12600,,1.5,Bronx
4725,,1.5,Brooklyn
454,20,1.5,Brooklyn
1470,90,1.5,Brooklyn
1584,100,1.5,Brooklyn
252,100,1.5,Brooklyn
840,,1.5,Brooklyn
377,96,1.5,Manhattan
864,96,1.5,Manhattan
12915,99,1.5,Manhattan
254,100,1.5,Manhattan
1680,94,1.5,Queens
1512,95,1.5,Brooklyn
3759,,1.5,Manhattan
105,100,1.5,Brooklyn
2226,,1.5,Brooklyn
1277,100,1.5,Manhattan
365,85,1.5,Brooklyn
312,80,1.5,Bronx
54,100,1.5,Manhattan
2594,100,1.5,Manhattan
3870,94,1.5,Manhattan
3780,98,1.5,Manhattan
373,100,1.5,Manhattan
91,90,1.5,Manhattan
54,100,1.5,Manhattan
1365,95,1.5,Queens
2436,98,1.5,Manhattan
1869,98,1.5,Manhattan
1155,96,1.5,Bronx
2246,97,1.5,Brooklyn
582,99,1.5,Queens
1155,,1.5,Manhattan
3444,,1.5,Manhattan
1323,100,1.5,Brooklyn
1091,99,1.5,Brooklyn
1722,96,1.5,Manhattan
92,100,1.5,Manhattan
144,100,1.5,Brooklyn
2919,97,1.5,Manhattan
2310,96,1.5,Queens
1470,91,1.5,Manhattan
919,96,1.5,Manhattan
207,83,1.5,Brooklyn
1218,,1.5,Manhattan
1050,90,1.5,Brooklyn
4452,96,1.5,Manhattan
3570,97,1.5,Brooklyn
219,80,1.5,Manhattan
2142,,1.5,Manhattan
353,96,1.5,Brooklyn
403,94,1.5,Brooklyn
72,80,1.5,Brooklyn
65,87,1.5,Brooklyn
209,92,1.5,Manhattan
2856,,1.5,Manhattan
1082,91,1.5,Brooklyn
1470,96,1.5,Bronx
1155,,1.5,Brooklyn
2520,96,1.5,Brooklyn
1332,91,1.5,Manhattan
1153,99,1.5,Manhattan
31,100,1.5,Brooklyn
1050,93,1.5,Manhattan
31,,1.5,Manhattan
2709,92,1.5,Manhattan
374,85,1.5,Manhattan
47,,1.5,Manhattan
113,90,1.5,Brooklyn
63,,1.5,Manhattan
54,100,1.5,Queens
1935,99,1.5,Brooklyn
1365,97,1.5,Bronx
472,97,1.5,Manhattan
414,91,1.5,Queens
1650,95,1.5,Manhattan
2730,97,1.5,Brooklyn
23,100,1.5,Manhattan
1533,,1.5,Manhattan
2205,94,1.5,Manhattan
3150,86,1.5,Manhattan
2730,,1.5,Brooklyn
307,98,1.5,Queens
2037,91,1.5,Brooklyn
6300,91,1.5,Brooklyn
235,88,1.5,Brooklyn
97,93,1.5,Queens
870,99,1.5,Manhattan
8589,95,1.5,Manhattan
1174,90,1.5,Manhattan
1440,100,1.5,Queens
798,97,1.5,Brooklyn
1848,99,1.5,Manhattan
293,97,1.5,Manhattan
1575,92,1.5,Brooklyn
21000,,1.5,Brooklyn
384,100,1.5,Brooklyn
77,100,1.5,Brooklyn
4050,100,1.5,Manhattan
66,100,1.5,Brooklyn
480,100,1.5,Brooklyn
267,85,1.5,Manhattan
35,100,1.5,Queens
6195,96,1.5,Queens
1575,92,1.5,Brooklyn
420,93,1.5,Queens
15,,1.5,Brooklyn
3570,93,1.5,Manhattan
1974,,1.5,Brooklyn
228,88,1.5,Brooklyn
871,100,1.5,Brooklyn
23,80,1.5,Bronx
367,97,1.5,Manhattan
283,93,1.5,Queens
1470,94,1.5,Bronx
987,97,1.5,Queens
497,100,1.5,Brooklyn
225,100,1.5,Manhattan
93,100,1.5,Brooklyn
3801,,1.5,Manhattan
1099,97,1.5,Manhattan
379,95,1.5,Brooklyn
2415,,1.5,Manhattan
353,97,1.5,Brooklyn
117,90,1.5,Brooklyn
150,80,1.5,Manhattan
99,100,1.5,Brooklyn
6258,,1.5,Brooklyn
1633,95,1.5,Manhattan
357,97,1.5,Brooklyn
1947,97,1.5,Bronx
2730,,1.5,Manhattan
1680,,1.5,Brooklyn
231,97,1.5,Queens
1728,94,1.5,Manhattan
258,100,1.5,Manhattan
3465,97,1.5,Brooklyn
7350,,1.5,Manhattan
1785,,1.5,Queens
189,100,1.5,Brooklyn
1920,93,1.5,Queens
1890,97,1.5,Manhattan
1890,,1.5,Brooklyn
2797,100,1.5,Brooklyn
1026,94,1.5,Staten Island
176,100,1.5,Queens
545,95,1.5,Queens
2667,,1.5,Manhattan
2310,,1.5,Brooklyn
1260,95,1.5,Queens
122,100,1.5,Manhattan
2310,92,1.5,Brooklyn
1449,95,1.5,Bronx
1470,,1.5,Brooklyn
49,100,1.5,Manhattan
1229,92,1.5,Queens
4200,96,1.5,Manhattan
332,98,1.5,Brooklyn
381,98,1.5,Manhattan
1260,,1.5,Queens
1470,,1.5,Brooklyn
130,80,1.5,Brooklyn
482,98,1.5,Queens
2520,98,1.5,Manhattan
886,96,1.5,Manhattan
90,100,1.5,Manhattan
98,100,1.5,Brooklyn
853,97,1.5,Brooklyn
6195,96,1.5,Brooklyn
45,60,1.5,Manhattan
109,93,1.5,Brooklyn
4746,85,1.5,Manhattan
5250,,1.5,Manhattan
1558,94,1.5,Manhattan
41,100,1.5,Queens
840,98,1.5,Brooklyn
245,93,1.5,Brooklyn
2940,,1.5,Brooklyn
1050,,1.5,Brooklyn
2851,80,1.5,Queens
8400,,1.5,Manhattan
1365,99,1.5,Brooklyn
675,88,1.5,Manhattan
1680,,1.5,Brooklyn
3150,,1.5,Brooklyn
1617,94,1.5,Manhattan
2667,,1.5,Manhattan
350,87,1.5,Queens
1449,,1.5,Manhattan
4095,97,1.5,Manhattan
20,100,1.5,Manhattan
722,93,1.5,Queens
384,87,1.5,Manhattan
317,97,1.5,Manhattan
1869,95,1.5,Brooklyn
4764,96,1.5,Brooklyn
357,100,1.5,Brooklyn
211,93,1.5,Brooklyn
2205,94,1.5,Brooklyn
10395,98,1.5,Manhattan
558,100,1.5,Manhattan
714,90,1.5,Brooklyn
0,94,1.5,Brooklyn
1785,97,1.5,Manhattan
68,100,1.5,Manhattan
518,95,1.5,Brooklyn
360,100,1.5,Manhattan
1394,97,1.5,Brooklyn
171,80,1.5,Manhattan
260,98,1.5,Manhattan
225,100,1.5,Manhattan
1117,95,1.5,Manhattan
561,100,1.5,Queens
164,90,1.5,Manhattan
43,100,1.5,Brooklyn
608,92,1.5,Queens
2625,99,1.5,Brooklyn
266,100,1.5,Manhattan
799,88,1.5,Queens
1050,,1.5,Brooklyn
361,98,1.5,Brooklyn
1251,87,1.5,Manhattan
315,95,1.5,Brooklyn
874,98,1.5,Manhattan
86,100,1.5,Brooklyn
2175,100,1.5,Manhattan
1260,,1.5,Brooklyn
128,100,1.5,Queens
735,,1.5,Queens
1211,88,1.5,Queens
45,80,1.5,Manhattan
136,100,1.5,Manhattan
248,80,1.5,Queens
630,,1.5,Staten Island
798,89,1.5,Queens
2828,92,1.5,Manhattan
6300,,1.5,Manhattan
2919,89,1.5,Brooklyn
323,95,1.5,Manhattan
5250,,1.5,Manhattan
1823,99,1.5,Manhattan
255,84,1.5,Brooklyn
206,100,1.5,Brooklyn
12369,,1.5,Manhattan
138,100,1.5,Brooklyn
5250,,1.5,Manhattan
7350,,1.5,Brooklyn
200,90,1.5,Manhattan
27,100,1.5,Brooklyn
5775,97,1.5,Brooklyn
1470,,1.5,Staten Island
700,97,1.5,Manhattan
2205,95,1.5,Brooklyn
1260,94,1.5,Manhattan
63,,1.5,Brooklyn
1260,,1.5,Queens
2058,100,1.5,Brooklyn
735,87,1.5,Queens
399,100,1.5,Queens
470,96,1.5,Brooklyn
5775,,1.5,Manhattan
1050,95,1.5,Bronx
1029,91,1.5,Brooklyn
2625,,1.5,Brooklyn
546,100,1.5,Manhattan
106,100,1.5,Brooklyn
1620,100,1.5,Manhattan
6300,99,1.5,Manhattan
1029,91,1.5,Brooklyn
380,84,1.5,Queens
1095,98,1.5,Brooklyn
592,99,1.5,Brooklyn
312,100,1.5,Brooklyn
210,89,1.5,Queens
2520,93,1.5,Manhattan
476,99,1.5,Manhattan
135,100,1.5,Manhattan
167,88,1.5,Queens
199,90,1.5,Manhattan
381,100,1.5,Brooklyn
258,87,1.5,Manhattan
54,50,1.5,Bronx
560,93,1.5,Brooklyn
2264,99,1.5,Manhattan
252,100,1.5,Brooklyn
2940,94,1.5,Manhattan
704,90,1.5,Brooklyn
1302,93,1.5,Queens
175,100,1.5,Manhattan
72,100,1.5,Brooklyn
386,87,1.5,Manhattan
822,96,1.5,Brooklyn
92,,1.5,Brooklyn
65,100,1.5,Brooklyn
2757,96,1.5,Manhattan
4095,95,1.5,Brooklyn
1382,97,1.5,Manhattan
809,91,1.5,Manhattan
81,90,1.5,Queens
3612,96,1.5,Manhattan
77,93,1.5,Brooklyn
0,98,1.5,Brooklyn
20,,1.5,Manhattan
3157,96,1.5,Brooklyn
1784,91,1.5,Manhattan
25,100,1.5,Brooklyn
1434,98,1.5,Manhattan
493,99,1.5,Brooklyn
360,60,1.5,Manhattan
3675,88,1.5,Manhattan
234,93,1.5,Manhattan
1008,96,1.5,Brooklyn
102,,1.5,Manhattan
738,,1.5,Manhattan
1285,60,1.5,Queens
2730,95,1.5,Brooklyn
326,100,1.5,Brooklyn
631,100,1.5,Manhattan
5250,,1.5,Manhattan
1730,100,1.5,Manhattan
26,100,1.5,Brooklyn
296,100,1.5,Manhattan
1890,,1.5,Brooklyn
32,100,1.5,Manhattan
326,94,1.5,Brooklyn
1365,99,1.5,Manhattan
0,92,1.5,Brooklyn
90,100,1.5,Brooklyn
5670,98,1.5,Manhattan
1074,98,1.5,Manhattan
567,94,1.5,Brooklyn
2520,,1.5,Manhattan
669,95,1.5,Brooklyn
77,100,1.5,Manhattan
768,80,1.5,Manhattan
371,100,1.5,Manhattan
1050,100,1.5,Brooklyn
440,100,1.5,Manhattan
3822,99,1.5,Brooklyn
1134,95,1.5,Queens
1080,100,1.5,Manhattan
20,100,1.5,Queens
2625,,1.5,Manhattan
0,93,1.5,Brooklyn
0,92,1.5,Brooklyn
0,91,1.5,Brooklyn
2079,,1.5,Manhattan
2205,97,1.5,Brooklyn
1547,98,1.5,Manhattan
2100,97,1.5,Brooklyn
1580,95,1.5,Brooklyn
4809,,1.5,Manhattan
135,100,1.5,Brooklyn
1365,,1.5,Manhattan
1580,97,1.5,Manhattan
31,,1.5,Brooklyn
2625,,1.5,Brooklyn
591,96,1.5,Brooklyn
27,,1.5,Brooklyn
967,100,1.5,Brooklyn
272,100,1.5,Manhattan
135,80,1.5,Manhattan
384,98,1.5,Manhattan
1645,98,1.5,Brooklyn
3759,98,1.5,Brooklyn
2625,,1.5,Queens
1029,96,1.5,Manhattan
574,93,1.5,Manhattan
1029,94,1.5,Manhattan
656,100,1.5,Brooklyn
819,96,1.5,Brooklyn
267,100,1.5,Brooklyn
9000,73,1.5,Brooklyn
1890,,1.5,Brooklyn
5250,,1.5,Brooklyn
2940,,1.5,Brooklyn
2625,,1.5,Manhattan
449,91,1.5,Brooklyn
329,100,1.5,Manhattan
76,90,1.5,Brooklyn
2087,96,1.5,Manhattan
612,84,1.5,Brooklyn
1911,91,1.5,Manhattan
116,93,1.5,Brooklyn
691,89,1.5,Manhattan
43,100,1.5,Brooklyn
3150,,1.5,Brooklyn
1511,99,1.5,Brooklyn
2426,97,1.5,Manhattan
434,100,1.5,Brooklyn
1449,86,1.5,Brooklyn
3150,,1.5,Brooklyn
516,98,1.5,Brooklyn
53,100,1.5,Manhattan
113,100,1.5,Manhattan
864,98,1.5,Brooklyn
87,100,1.5,Brooklyn
127,90,1.5,Brooklyn
72,100,1.5,Brooklyn
215,100,1.5,Queens
1050,96,1.5,Staten Island
383,90,1.5,Brooklyn
2100,97,1.5,Manhattan
2709,98,1.5,Brooklyn
840,97,1.5,Brooklyn
735,97,1.5,Queens
1050,96,1.5,Queens
840,97,1.5,Brooklyn
74,100,1.5,Brooklyn
1680,94,1.5,Queens
4410,,1.5,Brooklyn
1374,86,1.5,Manhattan
218,74,1.5,Brooklyn
214,85,1.5,Manhattan
3675,91,1.5,Manhattan
1113,100,1.5,Brooklyn
3633,,1.5,Manhattan
918,100,1.5,Bronx
4725,,1.5,Manhattan
3696,,1.5,Manhattan
3465,,1.5,Brooklyn
2625,99,1.5,Brooklyn
5019,,1.5,Manhattan
1080,92,1.5,Brooklyn
936,100,1.5,Manhattan
4725,96,1.5,Manhattan
641,20,1.5,Manhattan
1648,100,1.5,Brooklyn
714,100,1.5,Brooklyn
1704,94,1.5,Brooklyn
77,100,1.5,Queens
1365,,1.5,Bronx
135,100,1.5,Manhattan
383,90,1.5,Manhattan
39,100,1.5,Manhattan
56,100,1.5,Bronx
461,85,1.5,Brooklyn
56160,97,1.5,Manhattan
1778,99,1.5,Manhattan
2461,95,1.5,Brooklyn
3570,,1.5,Manhattan
293,93,1.5,Brooklyn
274,100,1.5,Queens
6825,,1.5,Manhattan
2709,95,1.5,Brooklyn
452,93,1.5,Manhattan
972,84,1.5,Manhattan
4536,,1.5,Manhattan
1050,97,1.5,Bronx
660,84,1.5,Manhattan
722,96,1.5,Brooklyn
3114,90,1.5,Manhattan
1029,93,1.5,Queens
1062,96,1.5,Manhattan
585,97,1.5,Brooklyn
141,100,1.5,Brooklyn
474,100,1.5,Brooklyn
97,80,1.5,Brooklyn
1575,95,1.5,Brooklyn
91,93,1.5,Brooklyn
276,97,1.5,Manhattan
3675,93,1.5,Brooklyn
141,80,1.5,Manhattan
29,100,1.5,Brooklyn
164,100,1.5,Brooklyn
35,100,1.5,Brooklyn
1113,,1.5,Brooklyn
1739,90,1.5,Manhattan
1155,97,1.5,Queens
1659,95,1.5,Queens
234,99,1.5,Brooklyn
3150,,1.5,Manhattan
2982,100,1.5,Manhattan
5654,98,1.5,Brooklyn
2100,96,1.5,Manhattan
1080,100,1.5,Manhattan
115,93,1.5,Brooklyn
263,92,1.5,Brooklyn
801,93,1.5,Brooklyn
766,88,1.5,Manhattan
263,97,1.5,Queens
2961,94,1.5,Brooklyn
3150,95,1.5,Queens
116,100,1.5,Brooklyn
2289,95,1.5,Staten Island
2079,89,1.5,Manhattan
88,90,1.5,Queens
400,83,1.5,Brooklyn
324,84,1.5,Manhattan
1785,93,1.5,Manhattan
2520,,1.5,Manhattan
1592,97,1.5,Brooklyn
19,100,1.5,Brooklyn
615,100,1.5,Brooklyn
5250,,1.5,Manhattan
184,98,1.5,Brooklyn
490,83,1.5,Manhattan
43,100,1.5,Brooklyn
2310,91,1.5,Manhattan
238,91,1.5,Brooklyn
1050,95,1.5,Brooklyn
1785,95,1.5,Brooklyn
2625,90,1.5,Brooklyn
945,74,1.5,Queens
1848,,1.5,Brooklyn
735,87,1.5,Queens
3675,,1.5,Manhattan
928,85,1.5,Brooklyn
3675,,1.5,Manhattan
284,95,1.5,Manhattan
180,100,1.5,Brooklyn
3675,,1.5,Manhattan
4620,,1.5,Manhattan
88,100,1.5,Manhattan
20,,1.5,Brooklyn
3675,,1.5,Manhattan
1575,,1.5,Manhattan
323,100,1.5,Brooklyn
513,100,1.5,Brooklyn
313,100,1.5,Manhattan
270,100,1.5,Brooklyn
5355,,1.5,Manhattan
1674,88,1.5,Brooklyn
986,96,1.5,Brooklyn
1302,99,1.5,Brooklyn
869,98,1.5,Queens
1680,96,1.5,Manhattan
33,,1.5,Brooklyn
23,100,1.5,Queens
4216,96,1.5,Manhattan
180,100,1.5,Brooklyn
5250,99,1.5,Brooklyn
431,100,1.5,Manhattan
1449,95,1.5,Manhattan
2436,97,1.5,Brooklyn
864,92,1.5,Manhattan
1365,100,1.5,Brooklyn
3675,,1.5,Manhattan
17,100,1.5,Brooklyn
2029,95,1.5,Manhattan
945,88,1.5,Bronx
1155,95,1.5,Bronx
59,90,1.5,Manhattan
1724,100,1.5,Manhattan
2625,,1.5,Manhattan
882,92,1.5,Bronx
882,90,1.5,Bronx
326,87,1.5,Manhattan
252,100,1.5,Brooklyn
1365,,1.5,Brooklyn
158,100,1.5,Manhattan
2835,86,1.5,Manhattan
216,100,1.5,Manhattan
2310,,1.5,Queens
1029,97,1.5,Brooklyn
62,100,1.5,Brooklyn
1474,100,1.5,Brooklyn
1155,,1.5,Bronx
613,87,1.5,Manhattan
230,91,1.5,Manhattan
153,87,1.5,Brooklyn
840,,1.5,Queens
1713,88,1.5,Manhattan
1785,,1.5,Brooklyn
1890,97,1.5,Brooklyn
36,100,1.5,Manhattan
194,100,1.5,Brooklyn
29,100,1.5,Brooklyn
1995,97,1.5,Brooklyn
3654,93,1.5,Brooklyn
323,100,1.5,Brooklyn
1470,95,1.5,Manhattan
116,93,1.5,Brooklyn
1185,98,1.5,Manhattan
1365,96,1.5,Manhattan
190,100,1.5,Queens
326,96,1.5,Manhattan
451,100,1.5,Queens
262,97,1.5,Bronx
194,60,1.5,Brooklyn
122,100,1.5,Brooklyn
945,,1.5,Bronx
923,90,1.5,Manhattan
74,100,1.5,Brooklyn
350,100,1.5,Manhattan
2100,97,1.5,Brooklyn
1029,94,1.5,Queens
263,100,1.5,Brooklyn
940,100,1.5,Manhattan
1361,95,1.5,Queens
352,100,1.5,Brooklyn
4620,,1.5,Manhattan
4725,,1.5,Manhattan
780,100,1.5,Queens
2025,20,1.5,Manhattan
5145,95,1.5,Manhattan
1680,92,1.5,Brooklyn
2310,98,1.5,Brooklyn
1155,98,1.5,Queens
128,100,1.5,Manhattan
5775,,1.5,Brooklyn
2520,97,1.5,Brooklyn
35,20,1.5,Manhattan
490,98,1.5,Manhattan
2100,98,1.5,Brooklyn
922,98,1.5,Brooklyn
882,95,1.5,Brooklyn
311,81,1.5,Bronx
20,100,1.5,Brooklyn
219,100,1.5,Queens
1155,95,1.5,Manhattan
1449,91,1.5,Queens
225,100,1.5,Manhattan
2400,91,1.5,Manhattan
2982,99,1.5,Brooklyn
1995,97,1.5,Queens
5103,,1.5,Manhattan
3150,97,1.5,Manhattan
483,,1.5,Queens
31,,1.5,Brooklyn
3801,,1.5,Manhattan
422,98,1.5,Brooklyn
143,80,1.5,Manhattan
1470,80,1.5,Manhattan
1084,97,1.5,Bronx
735,98,1.5,Bronx
392,90,1.5,Queens
532,98,1.5,Brooklyn
68,100,1.5,Brooklyn
667,98,1.5,Brooklyn
510,100,1.5,Manhattan
2331,97,1.5,Queens
1029,93,1.5,Queens
633,96,1.5,Queens
86,80,1.5,Manhattan
671,100,1.5,Brooklyn
741,95,1.5,Queens
1953,92,1.5,Brooklyn
819,95,1.5,Brooklyn
1050,88,1.5,Manhattan
5208,,1.5,Manhattan
3150,96,1.5,Brooklyn
15,100,1.5,Brooklyn
959,97,1.5,Manhattan
682,95,1.5,Brooklyn
1365,96,1.5,Manhattan
7350,,1.5,Brooklyn
2625,99,1.5,Brooklyn
287,98,1.5,Bronx
2940,,1.5,Manhattan
3864,,1.5,Brooklyn
525,100,1.5,Manhattan
842,100,1.5,Manhattan
1132,94,1.5,Brooklyn
555,100,1.5,Brooklyn
199,100,1.5,Bronx
704,95,1.5,Manhattan
2625,,1.5,Queens
3129,97,1.5,Manhattan
1118,93,1.5,Brooklyn
379,95,1.5,Queens
1155,96,1.5,Bronx
162,100,1.5,Brooklyn
1155,,1.5,Queens
2100,96,1.5,Manhattan
4200,86,1.5,Manhattan
2625,96,1.5,Brooklyn
1553,98,1.5,Manhattan
432,100,1.5,Brooklyn
1262,96,1.5,Manhattan
238,100,1.5,Brooklyn
116,100,1.5,Brooklyn
4725,95,1.5,Brooklyn
353,100,1.5,Brooklyn
2016,95,1.5,Brooklyn
2276,95,1.5,Manhattan
1239,89,1.5,Brooklyn
1305,100,1.5,Manhattan
432,100,1.5,Manhattan
420,99,1.5,Queens
1118,98,1.5,Brooklyn
2520,92,1.5,Manhattan
1099,98,1.5,Manhattan
246,84,1.5,Queens
1088,99,1.5,Queens
1029,95,1.5,Staten Island
3381,89,1.5,Manhattan
270,100,1.5,Brooklyn
729,98,1.5,Brooklyn
2415,,1.5,Manhattan
386,100,1.5,Brooklyn
488,95,1.5,Manhattan
214,100,1.5,Brooklyn
126,90,1.5,Brooklyn
2096,88,1.5,Manhattan
2554,91,1.5,Manhattan
1575,,1.5,Brooklyn
3150,,1.5,Manhattan
1155,,1.5,Queens
434,96,1.5,Manhattan
2239,100,1.5,Brooklyn
456,97,1.5,Brooklyn
31,,1.5,Brooklyn
532,97,1.5,Manhattan
2940,,1.5,Manhattan
848,100,1.5,Brooklyn
6510,98,1.5,Brooklyn
11025,100,1.5,Manhattan
180,100,1.5,Manhattan
171,95,1.5,Brooklyn
735,,1.5,Brooklyn
3150,,1.5,Brooklyn
315,94,1.5,Brooklyn
31,80,1.5,Manhattan
1659,97,1.5,Bronx
222,100,1.5,Manhattan
1745,99,1.5,Manhattan
3150,86,1.5,Manhattan
3260,93,1.5,Manhattan
238,100,1.5,Brooklyn
945,95,1.5,Manhattan
250,20,1.5,Manhattan
243,100,1.5,Brooklyn
537,100,1.5,Brooklyn
797,100,1.5,Brooklyn
5775,98,1.5,Brooklyn
4725,100,1.5,Brooklyn
58,100,1.5,Brooklyn
693,100,1.5,Brooklyn
609,98,1.5,Staten Island
1296,99,1.5,Brooklyn
6930,,1.5,Manhattan
1659,98,1.5,Brooklyn
190,90,1.5,Manhattan
1470,,1.5,Queens
5350,88,1.5,Brooklyn
3150,100,1.5,Brooklyn
1260,94,1.5,Queens
848,95,1.5,Manhattan
871,97,1.5,Manhattan
1260,,1.5,Brooklyn
283,100,1.5,Manhattan
72,100,1.5,Brooklyn
1050,95,1.5,Queens
1168,89,1.5,Queens
0,,1.5,Manhattan
300,96,1.5,Brooklyn
1365,,1.5,Manhattan
2520,96,1.5,Manhattan
250,,1.5,Manhattan
45,80,1.5,Brooklyn
9135,97,1.5,Manhattan
180,87,1.5,Manhattan
3150,98,1.5,Brooklyn
719,100,1.5,Staten Island
1449,95,1.5,Brooklyn
4935,,1.5,Manhattan
987,95,1.5,Queens
205,100,1.5,Manhattan
558,88,1.5,Brooklyn
77,100,1.5,Manhattan
335,98,1.5,Brooklyn
217,72,1.5,Queens
1470,,1.5,Brooklyn
3528,95,1.5,Manhattan
338,100,1.5,Brooklyn
212,100,1.5,Manhattan
1050,,1.5,Manhattan
593,97,1.5,Queens
1764,100,1.5,Brooklyn
1785,91,1.5,Manhattan
2751,99,1.5,Brooklyn
1212,98,1.5,Brooklyn
289,89,1.5,Brooklyn
2730,96,1.5,Bronx
4200,99,1.5,Brooklyn
89,90,1.5,Brooklyn
162,90,1.5,Brooklyn
945,97,1.5,Brooklyn
144,80,1.5,Queens
1311,100,1.5,Manhattan
288,98,1.5,Queens
1890,98,1.5,Queens
