Bookings,Daily_price,Size,Area
7.9,350,1.5,Manhattan
1.06,70,1.5,Brooklyn
0.8,217,1.5,Brooklyn
4.96,99,1.5,Queens
2.44,80,1.5,Brooklyn
,75,1.5,Queens
,133,1.5,Manhattan
0.44,150,1.5,Manhattan
7,109,1.5,Brooklyn
5.84,68,1.5,Queens
1.4,186,1.5,Manhattan
5.3,79,1.5,Queens
9.26,99,1.5,Staten Island
2,105,1.5,Brooklyn
0.98,105,1.5,Manhattan
4.16,89,1.5,Queens
0.56,30,1.5,Brooklyn
7.4,100,1.5,Brooklyn
1.62,32,1.5,Brooklyn
2.6,129,1.5,Manhattan
2.74,200,1.5,Brooklyn
,178,1.5,Manhattan
0.54,40,1.5,Manhattan
9.24,65,1.5,Queens
2.96,80,1.5,Brooklyn
1.04,180,1.5,Manhattan
3.76,129,1.5,Brooklyn
6.66,99,1.5,Brooklyn
,39,1.5,Brooklyn
,135,1.5,Brooklyn
12.94,700,1.5,Manhattan
,60,1.5,Manhattan
,40,1.5,Manhattan
1.26,149,1.5,Manhattan
6.34,93,1.5,Manhattan
9.24,73,1.5,Manhattan
2.06,300,1.5,Manhattan
4.72,65,1.5,Brooklyn
8.4,63,1.5,Manhattan
8.68,83,1.5,Manhattan
2.4,80,1.5,Brooklyn
,152,1.5,Manhattan
13.64,142,1.5,Brooklyn
5.46,95,1.5,Brooklyn
,39,1.5,Brooklyn
6.32,120,1.5,Brooklyn
1.26,489,1.5,Brooklyn
1.34,150,1.5,Queens
3.76,180,1.5,Brooklyn
3.56,280,1.5,Manhattan
0.48,111,1.5,Queens
2.18,95,1.5,Brooklyn
2.6,43,1.5,Brooklyn
0.42,70,1.5,Bronx
1.96,165,1.5,Manhattan
2.72,138,1.5,Manhattan
0.52,160,1.5,Manhattan
4,35,1.5,Manhattan
,55,1.5,Brooklyn
3.46,50,1.5,Manhattan
8.32,85,1.5,Manhattan
6.8,108,1.5,Manhattan
3.24,45,1.5,Brooklyn
0.58,125,1.5,Manhattan
0.48,75,1.5,Manhattan
,38,1.5,Brooklyn
4.32,299,1.5,Manhattan
1.24,65,1.5,Queens
,190,1.5,Manhattan
2.64,68,1.5,Queens
2.58,68,1.5,Queens
2.8,103,1.5,Brooklyn
0.48,120,1.5,Queens
0.54,190,1.5,Brooklyn
,200,1.5,Manhattan
0.88,800,1.5,Manhattan
2.6,95,1.5,Brooklyn
,185,1.5,Manhattan
,142,1.5,Manhattan
,200,1.5,Manhattan
0.48,140,1.5,Queens
0.48,97,1.5,Brooklyn
1.84,260,1.5,Manhattan
5.86,249,1.5,Brooklyn
,489,1.5,Manhattan
,155,1.5,Manhattan
,178,1.5,Manhattan
3.6,249,1.5,Brooklyn
,389,1.5,Manhattan
1.4,38,1.5,Queens
0.96,165,1.5,Brooklyn
6.66,156,1.5,Manhattan
3.7,225,1.5,Brooklyn
0.82,45,1.5,Queens
1.7,115,1.5,Brooklyn
1.8,158,1.5,Manhattan
3.12,35,1.5,Queens
4.06,300,1.5,Manhattan
,89,1.5,Queens
2.96,95,1.5,Manhattan
5.18,79,1.5,Brooklyn
,109,1.5,Queens
2.72,116,1.5,Manhattan
3.76,80,1.5,Queens
2.74,45,1.5,Queens
,50,1.5,Queens
1.46,75,1.5,Brooklyn
8.26,169,1.5,Queens
1.24,130,1.5,Brooklyn
1.48,58,1.5,Queens
3.94,201,1.5,Brooklyn
3.52,60,1.5,Queens
1.64,150,1.5,Manhattan
2.06,38,1.5,Brooklyn
1.62,70,1.5,Brooklyn
4.16,35,1.5,Brooklyn
0.48,70,1.5,Brooklyn
4.48,249,1.5,Brooklyn
0.96,225,1.5,Brooklyn
15.32,55,1.5,Brooklyn
4.28,60,1.5,Bronx
1.56,79,1.5,Brooklyn
1.56,70,1.5,Manhattan
2.56,30,1.5,Brooklyn
1.6,58,1.5,Queens
0.94,20,1.5,Queens
5.3,125,1.5,Queens
3.06,40,1.5,Manhattan
1.28,365,1.5,Manhattan
1.4,375,1.5,Brooklyn
3.66,165,1.5,Staten Island
5.82,100,1.5,Manhattan
2.44,151,1.5,Bronx
3.58,33,1.5,Bronx
2.06,60,1.5,Manhattan
9.62,140,1.5,Brooklyn
5.12,94,1.5,Manhattan
5.16,65,1.5,Brooklyn
5.6,69,1.5,Staten Island
7.78,200,1.5,Manhattan
4.32,120,1.5,Brooklyn
0.96,149,1.5,Brooklyn
6.78,200,1.5,Brooklyn
2.8,75,1.5,Brooklyn
2.44,45,1.5,Brooklyn
1.68,50,1.5,Manhattan
0.92,20,1.5,Queens
1.94,122,1.5,Manhattan
8.64,40,1.5,Brooklyn
1.56,160,1.5,Brooklyn
,200,1.5,Manhattan
2.44,40,1.5,Brooklyn
1.4,190,1.5,Queens
3.86,70,1.5,Brooklyn
3.5,90,1.5,Brooklyn
,75,1.5,Manhattan
5.54,360,1.5,Manhattan
8.76,250,1.5,Manhattan
8.34,61,1.5,Brooklyn
14.46,45,1.5,Brooklyn
1.4,150,1.5,Brooklyn
0.86,75,1.5,Brooklyn
3.34,299,1.5,Manhattan
3.88,285,1.5,Manhattan
13.94,45,1.5,Brooklyn
4.84,61,1.5,Brooklyn
5.4,61,1.5,Brooklyn
7.74,61,1.5,Brooklyn
9.92,125,1.5,Brooklyn
,239,1.5,Manhattan
1.88,65,1.5,Brooklyn
1.46,60,1.5,Brooklyn
2.34,145,1.5,Brooklyn
0.98,179,1.5,Brooklyn
3.94,58,1.5,Manhattan
0.58,34,1.5,Brooklyn
1.36,200,1.5,Manhattan
6.66,240,1.5,Brooklyn
3.2,55,1.5,Manhattan
5.8,299,1.5,Brooklyn
6.62,60,1.5,Queens
,220,1.5,Manhattan
5.04,50,1.5,Bronx
7.66,289,1.5,Manhattan
0.48,150,1.5,Manhattan
,400,1.5,Manhattan
11.28,90,1.5,Queens
5.54,95,1.5,Manhattan
5.16,85,1.5,Brooklyn
1.02,115,1.5,Manhattan
,115,1.5,Manhattan
6,205,1.5,Manhattan
2.92,150,1.5,Brooklyn
,115,1.5,Manhattan
,180,1.5,Manhattan
7.22,279,1.5,Manhattan
1.18,150,1.5,Manhattan
,120,1.5,Manhattan
8.2,350,1.5,Manhattan
2.24,75,1.5,Brooklyn
,350,1.5,Manhattan
10.46,45,1.5,Queens
2.06,141,1.5,Manhattan
0.84,250,1.5,Brooklyn
2.64,75,1.5,Queens
,70,1.5,Manhattan
1.52,35,1.5,Bronx
,129,1.5,Brooklyn
1.46,100,1.5,Bronx
2.72,100,1.5,Bronx
8.3,299,1.5,Manhattan
0.48,100,1.5,Bronx
3.18,90,1.5,Bronx
1.56,90,1.5,Brooklyn
3,70,1.5,Brooklyn
5.62,60,1.5,Staten Island
5,90,1.5,Brooklyn
,70,1.5,Brooklyn
4.62,150,1.5,Brooklyn
,75,1.5,Brooklyn
,199,1.5,Queens
,50,1.5,Manhattan
,126,1.5,Manhattan
,75,1.5,Brooklyn
1.26,146,1.5,Manhattan
,170,1.5,Manhattan
0.52,130,1.5,Brooklyn
4.1,179,1.5,Manhattan
4.62,125,1.5,Bronx
1.38,50,1.5,Staten Island
13.48,65,1.5,Bronx
1.96,110,1.5,Brooklyn
1.42,90,1.5,Brooklyn
,125,1.5,Manhattan
,252,1.5,Manhattan
2.68,45,1.5,Brooklyn
0.86,60,1.5,Queens
,147,1.5,Queens
0.86,50,1.5,Manhattan
,115,1.5,Manhattan
4.12,60,1.5,Brooklyn
,300,1.5,Manhattan
1.72,55,1.5,Brooklyn
,28,1.5,Brooklyn
2.18,60,1.5,Brooklyn
,54,1.5,Brooklyn
3.08,85,1.5,Brooklyn
0.84,185,1.5,Manhattan
8.3,285,1.5,Manhattan
3.58,330,1.5,Manhattan
1.32,90,1.5,Manhattan
5.76,68,1.5,Manhattan
0.56,49,1.5,Manhattan
7.02,75,1.5,Brooklyn
1.66,185,1.5,Brooklyn
20.96,60,1.5,Bronx
0.42,90,1.5,Manhattan
5.78,55,1.5,Queens
1.76,85,1.5,Brooklyn
1.48,50,1.5,Manhattan
0.94,86,1.5,Brooklyn
0.98,74,1.5,Brooklyn
3.08,142,1.5,Manhattan
1.12,45,1.5,Queens
0.96,95,1.5,Brooklyn
1.76,195,1.5,Brooklyn
1.04,174,1.5,Brooklyn
1.12,60,1.5,Queens
1.84,325,1.5,Queens
1.94,70,1.5,Bronx
,32,1.5,Queens
4,180,1.5,Manhattan
3.44,47,1.5,Staten Island
4.66,45,1.5,Queens
1.04,35,1.5,Queens
0.58,174,1.5,Manhattan
0.88,130,1.5,Brooklyn
2.54,250,1.5,Manhattan
2.2,179,1.5,Manhattan
4.36,89,1.5,Brooklyn
3.9,148,1.5,Manhattan
1.46,166,1.5,Manhattan
0.82,40,1.5,Manhattan
2.46,207,1.5,Manhattan
1.3,125,1.5,Brooklyn
6.3,135,1.5,Manhattan
7.86,289,1.5,Manhattan
7.5,65,1.5,Brooklyn
7.7,120,1.5,Brooklyn
7.5,55,1.5,Queens
2.48,90,1.5,Manhattan
12,65,1.5,Brooklyn
6.72,213,1.5,Manhattan
6.92,65,1.5,Brooklyn
0.68,250,1.5,Brooklyn
2.28,94,1.5,Brooklyn
3.16,117,1.5,Manhattan
7.32,298,1.5,Queens
1.38,45,1.5,Brooklyn
0.64,40,1.5,Queens
0.6,250,1.5,Manhattan
2.26,130,1.5,Manhattan
,37,1.5,Brooklyn
8.32,350,1.5,Manhattan
8.76,55,1.5,Queens
0.88,220,1.5,Manhattan
1.02,425,1.5,Brooklyn
,145,1.5,Manhattan
6.62,200,1.5,Manhattan
5.7,100,1.5,Queens
,120,1.5,Brooklyn
2.76,130,1.5,Manhattan
8.72,65,1.5,Brooklyn
4.4,60,1.5,Brooklyn
,250,1.5,Brooklyn
0.56,28,1.5,Brooklyn
,28,1.5,Brooklyn
,200,1.5,Brooklyn
7.32,90,1.5,Brooklyn
,229,1.5,Manhattan
1.04,60,1.5,Brooklyn
1.78,150,1.5,Brooklyn
2.76,80,1.5,Brooklyn
3.7,140,1.5,Brooklyn
1.4,94,1.5,Brooklyn
,120,1.5,Manhattan
0.96,79,1.5,Brooklyn
2.28,50,1.5,Queens
1.4,69,1.5,Brooklyn
8.44,50,1.5,Queens
0.52,139,1.5,Brooklyn
1.18,55,1.5,Queens
,80,1.5,Queens
7.84,49,1.5,Brooklyn
0.96,70,1.5,Brooklyn
0.54,139,1.5,Manhattan
,150,1.5,Manhattan
6.22,50,1.5,Brooklyn
5.2,145,1.5,Manhattan
8.72,200,1.5,Manhattan
1.96,367,1.5,Manhattan
3.52,110,1.5,Staten Island
2.1,14,1.5,Queens
3.48,110,1.5,Queens
,75,1.5,Brooklyn
4.7,268,1.5,Manhattan
1.56,85,1.5,Manhattan
4.58,60,1.5,Brooklyn
5.76,120,1.5,Manhattan
0.88,75,1.5,Brooklyn
,239,1.5,Manhattan
,269,1.5,Manhattan
,239,1.5,Manhattan
,299,1.5,Manhattan
,524,1.5,Manhattan
,514,1.5,Manhattan
2,139,1.5,Manhattan
,277,1.5,Manhattan
,352,1.5,Manhattan
,264,1.5,Manhattan
,305,1.5,Manhattan
,271,1.5,Manhattan
,305,1.5,Manhattan
,305,1.5,Manhattan
,313,1.5,Manhattan
5.36,42,1.5,Queens
1.82,185,1.5,Manhattan
,164,1.5,Manhattan
2.56,135,1.5,Manhattan
0.56,50,1.5,Queens
2.34,70,1.5,Brooklyn
5.2,250,1.5,Manhattan
4.88,147,1.5,Manhattan
,800,1.5,Manhattan
3.04,100,1.5,Manhattan
2.18,100,1.5,Manhattan
11.02,475,1.5,Manhattan
1.36,35,1.5,Queens
1.46,30,1.5,Queens
,35,1.5,Queens
3.66,80,1.5,Queens
4,149,1.5,Manhattan
,98,1.5,Brooklyn
2.44,95,1.5,Manhattan
1.54,180,1.5,Manhattan
,403,1.5,Manhattan
,150,1.5,Manhattan
,280,1.5,Brooklyn
0.52,150,1.5,Manhattan
2.2,75,1.5,Queens
5.4,31,1.5,Brooklyn
1.04,170,1.5,Brooklyn
4,225,1.5,Manhattan
1.14,500,1.5,Manhattan
4.42,150,1.5,Manhattan
10.4,200,1.5,Brooklyn
0.96,65,1.5,Queens
0.48,70,1.5,Brooklyn
5.2,108,1.5,Queens
,300,1.5,Brooklyn
,900,1.5,Bronx
0.82,150,1.5,Brooklyn
10.52,33,1.5,Brooklyn
6.26,33,1.5,Brooklyn
8.78,320,1.5,Manhattan
,72,1.5,Manhattan
4.54,70,1.5,Bronx
9.84,169,1.5,Queens
8.4,200,1.5,Brooklyn
,130,1.5,Queens
,71,1.5,Bronx
7.32,150,1.5,Queens
11.82,45,1.5,Queens
1.28,200,1.5,Brooklyn
,115,1.5,Manhattan
3.52,50,1.5,Queens
0.5,200,1.5,Brooklyn
7.66,47,1.5,Manhattan
6,369,1.5,Manhattan
5.58,10000,1.5,Manhattan
2.3,10000,1.5,Manhattan
1.5,10000,1.5,Manhattan
,10000,1.5,Manhattan
1.92,50,1.5,Queens
4.86,180,1.5,Brooklyn
3.84,45,1.5,Bronx
15,75,1.5,Bronx
2.72,150,1.5,Queens
1.36,350,1.5,Manhattan
2.62,45,1.5,Queens
5.42,225,1.5,Brooklyn
6.46,129,1.5,Manhattan
3.26,280,1.5,Manhattan
,150,1.5,Manhattan
4.32,165,1.5,Manhattan
0.88,100,1.5,Manhattan
1.9,75,1.5,Queens
4.88,400,1.5,Manhattan
3.52,210,1.5,Manhattan
6.52,50,1.5,Queens
2.76,85,1.5,Manhattan
2.42,200,1.5,Brooklyn
1.16,155,1.5,Brooklyn
2.5,450,1.5,Manhattan
,150,1.5,Manhattan
4,32,1.5,Brooklyn
4.06,125,1.5,Queens
,90,1.5,Manhattan
8.92,150,1.5,Manhattan
1.54,37,1.5,Manhattan
1.22,360,1.5,Brooklyn
0.84,120,1.5,Brooklyn
,150,1.5,Manhattan
2.4,170,1.5,Brooklyn
12.36,55,1.5,Bronx
3.26,60,1.5,Bronx
1.96,169,1.5,Manhattan
0.64,120,1.5,Brooklyn
5.04,80,1.5,Queens
5.42,89,1.5,Manhattan
3.48,325,1.5,Manhattan
3.12,100,1.5,Queens
0.64,140,1.5,Manhattan
,258,1.5,Manhattan
,1300,1.5,Bronx
3.34,80,1.5,Brooklyn
6.62,325,1.5,Manhattan
0.94,250,1.5,Manhattan
,150,1.5,Queens
0.48,80,1.5,Brooklyn
6.82,135,1.5,Manhattan
5.08,165,1.5,Manhattan
5.68,200,1.5,Queens
1.3,195,1.5,Manhattan
0.68,399,1.5,Manhattan
1.88,95,1.5,Brooklyn
2.58,149,1.5,Queens
1.26,399,1.5,Manhattan
0.48,499,1.5,Manhattan
1.4,70,1.5,Bronx
1.56,399,1.5,Manhattan
,150,1.5,Staten Island
5.5,55,1.5,Brooklyn
0.68,399,1.5,Manhattan
6.06,178,1.5,Manhattan
2.34,299,1.5,Manhattan
3.8,148,1.5,Manhattan
3.34,120,1.5,Manhattan
3.7,58,1.5,Brooklyn
5.32,400,1.5,Manhattan
,248,1.5,Manhattan
2.2,60,1.5,Manhattan
1.8,160,1.5,Brooklyn
0.48,120,1.5,Brooklyn
,140,1.5,Brooklyn
,795,1.5,Brooklyn
,243,1.5,Manhattan
18.82,100,1.5,Bronx
2.4,180,1.5,Manhattan
1.04,80,1.5,Brooklyn
1.76,250,1.5,Brooklyn
1.96,139,1.5,Manhattan
,58,1.5,Brooklyn
10.1,99,1.5,Manhattan
9.68,388,1.5,Manhattan
2,217,1.5,Manhattan
,99,1.5,Queens
,176,1.5,Manhattan
,25,1.5,Staten Island
8.48,195,1.5,Brooklyn
3.2,199,1.5,Manhattan
3.88,30,1.5,Brooklyn
1.12,55,1.5,Queens
7.32,114,1.5,Manhattan
3.38,80,1.5,Queens
4,260,1.5,Brooklyn
5.34,40,1.5,Queens
7.62,59,1.5,Brooklyn
3.34,140,1.5,Queens
10.32,47,1.5,Manhattan
,60,1.5,Brooklyn
0.9,95,1.5,Brooklyn
,95,1.5,Brooklyn
1.6,170,1.5,Queens
0.54,245,1.5,Manhattan
5.12,50,1.5,Brooklyn
6.26,60,1.5,Brooklyn
8.3,40,1.5,Brooklyn
4.02,40,1.5,Brooklyn
7.16,40,1.5,Brooklyn
1.84,250,1.5,Manhattan
8.58,64,1.5,Brooklyn
1.14,89,1.5,Queens
1.36,88,1.5,Queens
1.08,90,1.5,Brooklyn
10.9,90,1.5,Manhattan
7.96,100,1.5,Manhattan
4.32,80,1.5,Brooklyn
2.84,34,1.5,Brooklyn
4.76,99,1.5,Manhattan
,400,1.5,Brooklyn
,50,1.5,Queens
0.8,185,1.5,Manhattan
5.34,80,1.5,Brooklyn
3.8,175,1.5,Manhattan
5.66,175,1.5,Brooklyn
2.06,45,1.5,Brooklyn
15.46,179,1.5,Manhattan
13.88,85,1.5,Brooklyn
1.42,55,1.5,Queens
1.8,170,1.5,Queens
3.84,50,1.5,Brooklyn
1,80,1.5,Brooklyn
0.9,55,1.5,Queens
4.04,235,1.5,Brooklyn
2,71,1.5,Queens
,50,1.5,Brooklyn
,50,1.5,Bronx
1.66,110,1.5,Manhattan
2,100,1.5,Manhattan
10.74,65,1.5,Bronx
0.66,495,1.5,Manhattan
0.56,110,1.5,Queens
2,125,1.5,Manhattan
1.82,135,1.5,Manhattan
7.32,200,1.5,Brooklyn
0.92,175,1.5,Manhattan
2.44,90,1.5,Brooklyn
,100,1.5,Manhattan
4.14,140,1.5,Brooklyn
10.46,250,1.5,Brooklyn
4.66,50,1.5,Queens
1.4,149,1.5,Queens
7.4,150,1.5,Brooklyn
5.78,49,1.5,Brooklyn
12.94,250,1.5,Queens
,149,1.5,Brooklyn
,328,1.5,Manhattan
,328,1.5,Manhattan
,229,1.5,Manhattan
0.7,229,1.5,Manhattan
5.32,75,1.5,Queens
,349,1.5,Manhattan
,349,1.5,Manhattan
,349,1.5,Manhattan
1.96,60,1.5,Brooklyn
5.04,115,1.5,Brooklyn
2.26,85,1.5,Manhattan
2.38,150,1.5,Manhattan
1.76,200,1.5,Queens
5.54,400,1.5,Brooklyn
2.56,60,1.5,Brooklyn
,52,1.5,Queens
,850,1.5,Staten Island
4.46,90,1.5,Brooklyn
,260,1.5,Manhattan
2.96,83,1.5,Manhattan
0.88,70,1.5,Manhattan
,550,1.5,Manhattan
,70,1.5,Brooklyn
,85,1.5,Queens
,470,1.5,Manhattan
1.18,48,1.5,Brooklyn
,550,1.5,Manhattan
1.1,550,1.5,Brooklyn
,445,1.5,Manhattan
,360,1.5,Manhattan
5.5,600,1.5,Manhattan
0.58,278,1.5,Manhattan
,85,1.5,Brooklyn
1.48,120,1.5,Manhattan
1.8,250,1.5,Manhattan
4.36,130,1.5,Brooklyn
2.7,171,1.5,Manhattan
1.96,98,1.5,Brooklyn
12,50,1.5,Brooklyn
2,125,1.5,Manhattan
,100,1.5,Manhattan
0.5,200,1.5,Manhattan
,100,1.5,Manhattan
1.6,99,1.5,Brooklyn
,100,1.5,Manhattan
,100,1.5,Manhattan
,75,1.5,Manhattan
3.28,50,1.5,Queens
3.78,150,1.5,Manhattan
2.36,90,1.5,Manhattan
,75,1.5,Manhattan
1.28,130,1.5,Queens
1.96,290,1.5,Brooklyn
,10000,1.5,Manhattan
1.82,200,1.5,Manhattan
8.58,89,1.5,Staten Island
4.58,99,1.5,Brooklyn
1.04,142,1.5,Manhattan
9.34,150,1.5,Manhattan
0.9,160,1.5,Manhattan
4.7,99,1.5,Brooklyn
3.08,189,1.5,Manhattan
2.68,170,1.5,Manhattan
4.28,160,1.5,Brooklyn
,50,1.5,Manhattan
3.82,80,1.5,Brooklyn
,50,1.5,Manhattan
0.98,44,1.5,Brooklyn
,50,1.5,Manhattan
2.9,125,1.5,Brooklyn
,450,1.5,Manhattan
1.96,20,1.5,Brooklyn
1.74,195,1.5,Brooklyn
6.92,160,1.5,Queens
7.24,199,1.5,Brooklyn
0.52,150,1.5,Manhattan
1.94,300,1.5,Brooklyn
5.12,135,1.5,Manhattan
0.92,769,1.5,Manhattan
2.56,100,1.5,Brooklyn
10.26,75,1.5,Queens
2.1,160,1.5,Manhattan
1.8,50,1.5,Bronx
,116,1.5,Brooklyn
7.66,420,1.5,Manhattan
3.08,51,1.5,Queens
6.62,85,1.5,Queens
,150,1.5,Brooklyn
4.94,247,1.5,Manhattan
5.2,38,1.5,Brooklyn
,120,1.5,Manhattan
0.9,55,1.5,Brooklyn
,35,1.5,Queens
17.72,100,1.5,Brooklyn
,350,1.5,Manhattan
1.28,60,1.5,Brooklyn
,150,1.5,Manhattan
0.6,100,1.5,Manhattan
5.54,175,1.5,Manhattan
1.38,120,1.5,Brooklyn
3.96,165,1.5,Brooklyn
3.8,29,1.5,Brooklyn
0.76,85,1.5,Manhattan
8.76,194,1.5,Manhattan
,180,1.5,Manhattan
0.5,52,1.5,Brooklyn
0.48,43,1.5,Queens
0.5,110,1.5,Brooklyn
8.24,70,1.5,Brooklyn
4.9,100,1.5,Queens
1.56,180,1.5,Manhattan
,120,1.5,Brooklyn
6.46,55,1.5,Bronx
1.4,65,1.5,Brooklyn
,250,1.5,Manhattan
0.8,220,1.5,Brooklyn
0.82,85,1.5,Queens
2.42,50,1.5,Queens
1.16,50,1.5,Queens
,108,1.5,Queens
0.52,75,1.5,Brooklyn
5.28,60,1.5,Brooklyn
7.82,45,1.5,Queens
7.26,140,1.5,Queens
1.5,60,1.5,Queens
,80,1.5,Queens
0.56,65,1.5,Manhattan
6,280,1.5,Manhattan
0.78,130,1.5,Brooklyn
4.18,79,1.5,Manhattan
8.82,285,1.5,Manhattan
0.8,37,1.5,Brooklyn
1.74,110,1.5,Brooklyn
0.98,149,1.5,Queens
12.98,120,1.5,Manhattan
,100,1.5,Brooklyn
8.72,295,1.5,Manhattan
2,33,1.5,Brooklyn
6.86,45,1.5,Bronx
1.42,50,1.5,Bronx
0.9,350,1.5,Manhattan
0.96,55,1.5,Queens
,225,1.5,Brooklyn
3.4,220,1.5,Brooklyn
0.52,50,1.5,Queens
12,40,1.5,Brooklyn
2.28,126,1.5,Brooklyn
5.4,110,1.5,Brooklyn
0.78,999,1.5,Manhattan
3.58,120,1.5,Brooklyn
9.5,50,1.5,Brooklyn
11.12,175,1.5,Manhattan
0.98,110,1.5,Queens
5.62,149,1.5,Manhattan
0.54,125,1.5,Manhattan
5.68,45,1.5,Brooklyn
,200,1.5,Manhattan
0.68,100,1.5,Manhattan
0.98,120,1.5,Queens
,150,1.5,Manhattan
,85,1.5,Brooklyn
7.26,59,1.5,Queens
,160,1.5,Manhattan
12.9,65,1.5,Brooklyn
,99,1.5,Brooklyn
2,500,1.5,Manhattan
1.66,75,1.5,Queens
,185,1.5,Manhattan
1.82,85,1.5,Brooklyn
5.04,79,1.5,Manhattan
1,160,1.5,Manhattan
8.58,80,1.5,Brooklyn
1.96,150,1.5,Manhattan
5.08,70,1.5,Brooklyn
10,125,1.5,Manhattan
6.38,50,1.5,Brooklyn
1.3,300,1.5,Manhattan
1.42,50,1.5,Queens
14.72,259,1.5,Manhattan
12.76,90,1.5,Brooklyn
1.5,120,1.5,Bronx
,50,1.5,Manhattan
1.94,59,1.5,Queens
,100,1.5,Brooklyn
18.04,58,1.5,Queens
1.22,149,1.5,Manhattan
2.64,50,1.5,Queens
4.22,120,1.5,Queens
2.86,100,1.5,Brooklyn
1.88,80,1.5,Brooklyn
6.94,30,1.5,Brooklyn
3.3,65,1.5,Brooklyn
0.94,159,1.5,Queens
,55,1.5,Brooklyn
1.16,80,1.5,Brooklyn
0.52,210,1.5,Manhattan
5.36,180,1.5,Brooklyn
,300,1.5,Queens
,150,1.5,Manhattan
2.38,60,1.5,Queens
,140,1.5,Manhattan
4.62,55,1.5,Brooklyn
2.66,289,1.5,Brooklyn
1.14,315,1.5,Brooklyn
5.8,475,1.5,Manhattan
,1250,1.5,Queens
11.7,58,1.5,Queens
4.8,58,1.5,Queens
1.02,131,1.5,Manhattan
0.78,45,1.5,Brooklyn
,70,1.5,Brooklyn
0.96,150,1.5,Brooklyn
,2000,1.5,Manhattan
,349,1.5,Manhattan
1.4,50,1.5,Staten Island
3.62,55,1.5,Brooklyn
,138,1.5,Brooklyn
,90,1.5,Queens
,107,1.5,Manhattan
18.42,220,1.5,Manhattan
,356,1.5,Manhattan
,243,1.5,Brooklyn
7.82,204,1.5,Manhattan
2.46,125,1.5,Manhattan
0.56,300,1.5,Manhattan
0.5,80,1.5,Brooklyn
2.22,49,1.5,Manhattan
8.86,204,1.5,Manhattan
2.5,220,1.5,Manhattan
1.82,140,1.5,Brooklyn
1.76,200,1.5,Brooklyn
12.32,100,1.5,Bronx
,500,1.5,Manhattan
4.38,399,1.5,Manhattan
2.34,300,1.5,Manhattan
,150,1.5,Manhattan
,175,1.5,Manhattan
5.46,79,1.5,Manhattan
2.72,70,1.5,Brooklyn
5.36,75,1.5,Brooklyn
1.5,68,1.5,Manhattan
2.02,227,1.5,Brooklyn
5.4,79,1.5,Manhattan
5.56,80,1.5,Manhattan
3.92,175,1.5,Queens
8.64,85,1.5,Bronx
2.58,80,1.5,Queens
1.14,90,1.5,Brooklyn
,195,1.5,Manhattan
1.62,222,1.5,Manhattan
1.26,85,1.5,Queens
0.94,175,1.5,Manhattan
0.98,40,1.5,Brooklyn
,110,1.5,Staten Island
0.52,70,1.5,Brooklyn
3.4,300,1.5,Manhattan
20.8,86,1.5,Queens
1.6,130,1.5,Manhattan
11.4,50,1.5,Queens
13.92,50,1.5,Queens
1.58,60,1.5,Manhattan
13.84,125,1.5,Queens
4.42,299,1.5,Manhattan
2,144,1.5,Manhattan
,75,1.5,Bronx
2.9,225,1.5,Manhattan
5.5,98,1.5,Manhattan
1.34,129,1.5,Manhattan
1.96,115,1.5,Manhattan
,75,1.5,Manhattan
,73,1.5,Brooklyn
3.68,134,1.5,Brooklyn
1.3,199,1.5,Brooklyn
0.58,58,1.5,Queens
,95,1.5,Brooklyn
4.28,250,1.5,Manhattan
0.5,55,1.5,Brooklyn
,200,1.5,Brooklyn
6.2,100,1.5,Queens
3.38,65,1.5,Brooklyn
,170,1.5,Manhattan
2.88,86,1.5,Queens
6,55,1.5,Queens
1.22,65,1.5,Brooklyn
,187,1.5,Manhattan
8.66,170,1.5,Manhattan
1.94,150,1.5,Manhattan
5.9,85,1.5,Brooklyn
0.54,65,1.5,Brooklyn
0.8,120,1.5,Brooklyn
1.46,100,1.5,Queens
,199,1.5,Manhattan
4.26,130,1.5,Brooklyn
,50,1.5,Brooklyn
0.9,400,1.5,Manhattan
4.78,150,1.5,Queens
10.86,115,1.5,Staten Island
0.7,175,1.5,Brooklyn
1.88,163,1.5,Bronx
0.66,59,1.5,Queens
0.56,200,1.5,Brooklyn
0.58,100,1.5,Manhattan
1,80,1.5,Brooklyn
1.4,240,1.5,Brooklyn
3.36,36,1.5,Queens
0.88,75,1.5,Brooklyn
4.36,29,1.5,Brooklyn
0.58,49,1.5,Brooklyn
0.82,279,1.5,Manhattan
4,84,1.5,Manhattan
1.6,49,1.5,Brooklyn
4,99,1.5,Brooklyn
,199,1.5,Manhattan
3.24,50,1.5,Bronx
2.88,109,1.5,Manhattan
2.68,55,1.5,Queens
,231,1.5,Manhattan
7.9,52,1.5,Brooklyn
3.5,100,1.5,Brooklyn
,229,1.5,Manhattan
1.42,52,1.5,Brooklyn
1.6,300,1.5,Brooklyn
4,52,1.5,Brooklyn
,115,1.5,Brooklyn
0.62,250,1.5,Brooklyn
7.8,999,1.5,Manhattan
,70,1.5,Manhattan
1.96,100,1.5,Queens
,64,1.5,Manhattan
1.66,300,1.5,Manhattan
1.44,130,1.5,Brooklyn
10.96,125,1.5,Queens
7.32,151,1.5,Queens
1.64,69,1.5,Manhattan
,200,1.5,Bronx
5.04,187,1.5,Brooklyn
3.44,187,1.5,Brooklyn
1.04,170,1.5,Manhattan
