Occupancy_rate,Daily_price,Size,Area
70,55,1.5,Brooklyn
70,63,1.5,Manhattan
70,43,1.5,Queens
70,140,1.5,Manhattan
70,200,1.5,Queens
70,55,1.5,Queens
3,120,1.5,Brooklyn
70,135,1.5,Manhattan
12.8,154,1.5,Manhattan
3.3,175,1.5,Manhattan
7.3,80,1.5,Manhattan
13.3,50,1.5,Brooklyn
70,125,1.5,Manhattan
70,150,1.5,Brooklyn
54.6,174,1.5,Manhattan
5.5,40,1.5,Brooklyn
47.4,45,1.5,Bronx
70,100,1.5,Manhattan
43.5,50,1.5,Brooklyn
70,124,1.5,Brooklyn
70,175,1.5,Manhattan
69.5,130,1.5,Manhattan
35.4,63,1.5,Queens
70,130,1.5,Brooklyn
70,130,1.5,Manhattan
3,154,1.5,Manhattan
1.3,225,1.5,Brooklyn
4.3,65,1.5,Queens
4.3,180,1.5,Manhattan
15.4,169,1.5,Brooklyn
70,83,1.5,Brooklyn
70,40,1.5,Queens
3,75,1.5,Queens
11.1,89,1.5,Brooklyn
4.3,150,1.5,Brooklyn
60.2,68,1.5,Brooklyn
38,200,1.5,Manhattan
15.4,144,1.5,Brooklyn
70,150,1.5,Brooklyn
3,75,1.5,Manhattan
53.8,105,1.5,Manhattan
24,350,1.5,Manhattan
70,200,1.5,Brooklyn
54,150,1.5,Brooklyn
60,122,1.5,Brooklyn
1.3,90,1.5,Brooklyn
7.3,450,1.5,Brooklyn
9,120,1.5,Queens
70,110,1.5,Manhattan
70,359,1.5,Manhattan
70,39,1.5,Queens
70,65,1.5,Queens
70,60,1.5,Queens
70,175,1.5,Brooklyn
4.7,200,1.5,Manhattan
70,54,1.5,Queens
70,206,1.5,Manhattan
1.3,50,1.5,Queens
10,222,1.5,Manhattan
36,175,1.5,Manhattan
70,196,1.5,Brooklyn
14,170,1.5,Manhattan
70,70,1.5,Queens
23.9,1099,1.5,Manhattan
3,399,1.5,Manhattan
1.7,120,1.5,Manhattan
5.5,55,1.5,Brooklyn
70,189,1.5,Brooklyn
8.5,70,1.5,Queens
46.5,45,1.5,Brooklyn
70,120,1.5,Brooklyn
37.1,45,1.5,Staten Island
6,125,1.5,Brooklyn
22,225,1.5,Manhattan
70,50,1.5,Brooklyn
1.3,75,1.5,Brooklyn
18,80,1.5,Manhattan
14.1,60,1.5,Brooklyn
60.6,68,1.5,Manhattan
21.8,300,1.5,Brooklyn
7.3,75,1.5,Brooklyn
70,89,1.5,Queens
70,53,1.5,Brooklyn
18.8,120,1.5,Manhattan
70,62,1.5,Queens
35.8,250,1.5,Manhattan
70,83,1.5,Brooklyn
3,60,1.5,Brooklyn
5.5,30,1.5,Brooklyn
1.3,150,1.5,Brooklyn
70,92,1.5,Brooklyn
70,99,1.5,Brooklyn
14.1,124,1.5,Brooklyn
24.7,45,1.5,Queens
3,175,1.5,Brooklyn
70,147,1.5,Manhattan
12.8,75,1.5,Brooklyn
70,99,1.5,Queens
3,85,1.5,Bronx
6.8,47,1.5,Brooklyn
70,157,1.5,Brooklyn
4.3,121,1.5,Brooklyn
10.7,80,1.5,Brooklyn
70,250,1.5,Brooklyn
29.4,45,1.5,Bronx
25.2,80,1.5,Manhattan
39.7,217,1.5,Brooklyn
49.5,129,1.5,Manhattan
48.2,199,1.5,Manhattan
70,119,1.5,Bronx
5.5,195,1.5,Brooklyn
70,80,1.5,Manhattan
33.7,92,1.5,Brooklyn
70,55,1.5,Brooklyn
70,100,1.5,Brooklyn
70,59,1.5,Brooklyn
3.3,51,1.5,Manhattan
3,150,1.5,Brooklyn
70,800,1.5,Brooklyn
1.7,95,1.5,Brooklyn
70,550,1.5,Manhattan
33.3,40,1.5,Manhattan
29.9,150,1.5,Manhattan
14,60,1.5,Brooklyn
70,149,1.5,Manhattan
5.5,40,1.5,Brooklyn
22.2,69,1.5,Manhattan
70,300,1.5,Manhattan
4.3,149,1.5,Brooklyn
70,115,1.5,Manhattan
4.2,40,1.5,Brooklyn
70,270,1.5,Manhattan
20.9,200,1.5,Manhattan
13.2,160,1.5,Manhattan
61.4,175,1.5,Manhattan
70,100,1.5,Brooklyn
70,45,1.5,Queens
12.3,85,1.5,Brooklyn
5.5,250,1.5,Bronx
4.3,35,1.5,Queens
70,55,1.5,Manhattan
70,225,1.5,Brooklyn
63.6,78,1.5,Brooklyn
5.5,115,1.5,Brooklyn
4.3,59,1.5,Brooklyn
43.1,45,1.5,Brooklyn
5.1,70,1.5,Brooklyn
70,105,1.5,Queens
53.3,86,1.5,Brooklyn
3,160,1.5,Queens
1.3,114,1.5,Manhattan
70,45,1.5,Queens
11.1,55,1.5,Brooklyn
70,120,1.5,Queens
70,55,1.5,Brooklyn
1.7,160,1.5,Queens
56.7,110,1.5,Brooklyn
8.1,65,1.5,Manhattan
58,130,1.5,Manhattan
70,115,1.5,Manhattan
70,150,1.5,Manhattan
22.6,100,1.5,Brooklyn
13.2,65,1.5,Manhattan
7.3,85,1.5,Brooklyn
70,55,1.5,Queens
70,55,1.5,Queens
70,55,1.5,Brooklyn
70,80,1.5,Manhattan
8.5,150,1.5,Brooklyn
1.7,350,1.5,Manhattan
70,164,1.5,Manhattan
1.3,42,1.5,Queens
12.4,140,1.5,Manhattan
2,75,1.5,Queens
29.4,66,1.5,Brooklyn
70,200,1.5,Manhattan
49.1,66,1.5,Brooklyn
70,95,1.5,Manhattan
70,115,1.5,Manhattan
70,60,1.5,Manhattan
70,800,1.5,Staten Island
70,112,1.5,Queens
70,100,1.5,Queens
6.8,35,1.5,Brooklyn
1.3,115,1.5,Queens
20.9,155,1.5,Bronx
8.5,60,1.5,Brooklyn
70,90,1.5,Brooklyn
12.8,90,1.5,Manhattan
8.5,75,1.5,Brooklyn
7.3,55,1.5,Brooklyn
70,120,1.5,Manhattan
70,600,1.5,Bronx
70,225,1.5,Brooklyn
12.1,125,1.5,Brooklyn
70,70,1.5,Brooklyn
44,120,1.5,Brooklyn
8.5,99,1.5,Brooklyn
70,40,1.5,Brooklyn
6.8,185,1.5,Manhattan
32,90,1.5,Manhattan
70,615,1.5,Manhattan
4.7,180,1.5,Manhattan
70,80,1.5,Queens
56,90,1.5,Brooklyn
70,179,1.5,Manhattan
1.3,269,1.5,Brooklyn
70,106,1.5,Brooklyn
38.7,110,1.5,Manhattan
17.9,68,1.5,Brooklyn
1.3,800,1.5,Bronx
3,60,1.5,Manhattan
39.3,220,1.5,Manhattan
58.9,219,1.5,Manhattan
70,180,1.5,Manhattan
4.3,289,1.5,Manhattan
5.5,55,1.5,Manhattan
1.3,139,1.5,Manhattan
70,65,1.5,Queens
70,116,1.5,Manhattan
70,89,1.5,Manhattan
70,55,1.5,Bronx
49.9,150,1.5,Brooklyn
43.1,45,1.5,Queens
70,55,1.5,Manhattan
70,164,1.5,Manhattan
70,63,1.5,Brooklyn
30.3,120,1.5,Brooklyn
70,82,1.5,Manhattan
5.5,56,1.5,Manhattan
6,80,1.5,Brooklyn
70,139,1.5,Manhattan
70,110,1.5,Queens
70,70,1.5,Manhattan
58.9,52,1.5,Manhattan
11.5,60,1.5,Brooklyn
70,58,1.5,Manhattan
70,50,1.5,Brooklyn
70,212,1.5,Manhattan
70,170,1.5,Brooklyn
7.3,100,1.5,Manhattan
70,102,1.5,Manhattan
23.5,50,1.5,Brooklyn
15.8,85,1.5,Brooklyn
3,80,1.5,Brooklyn
4.3,50,1.5,Brooklyn
8.1,86,1.5,Manhattan
70,136,1.5,Manhattan
17.1,211,1.5,Brooklyn
70,70,1.5,Bronx
70,55,1.5,Brooklyn
70,120,1.5,Brooklyn
55.5,80,1.5,Manhattan
22.6,170,1.5,Manhattan
1.3,80,1.5,Brooklyn
70,50,1.5,Manhattan
1.3,80,1.5,Manhattan
70,129,1.5,Manhattan
12.6,99,1.5,Manhattan
3.2,49,1.5,Manhattan
3,125,1.5,Brooklyn
1.4,150,1.5,Manhattan
6,30,1.5,Queens
44.8,144,1.5,Brooklyn
70,65,1.5,Bronx
8.5,185,1.5,Manhattan
11.5,120,1.5,Queens
31.6,174,1.5,Manhattan
70,130,1.5,Brooklyn
1.3,60,1.5,Manhattan
70,73,1.5,Manhattan
70,105,1.5,Manhattan
70,150,1.5,Manhattan
70,130,1.5,Brooklyn
12.8,80,1.5,Queens
48.5,140,1.5,Brooklyn
70,300,1.5,Brooklyn
19.6,40,1.5,Brooklyn
6.1,53,1.5,Queens
36.7,79,1.5,Manhattan
70,409,1.5,Manhattan
31.3,125,1.5,Manhattan
8,600,1.5,Queens
70,38,1.5,Brooklyn
33.3,185,1.5,Manhattan
8.5,115,1.5,Manhattan
70,75,1.5,Brooklyn
70,1000,1.5,Brooklyn
18.3,70,1.5,Brooklyn
3,85,1.5,Brooklyn
54,250,1.5,Manhattan
5.5,40,1.5,Brooklyn
32,50,1.5,Brooklyn
5.5,162,1.5,Manhattan
3.3,35,1.5,Queens
70,295,1.5,Queens
70,75,1.5,Brooklyn
31.1,45,1.5,Queens
1.3,38,1.5,Brooklyn
70,170,1.5,Manhattan
70,94,1.5,Brooklyn
14.1,54,1.5,Brooklyn
36.3,80,1.5,Brooklyn
1.3,58,1.5,Bronx
10.2,120,1.5,Manhattan
20.5,46,1.5,Queens
70,70,1.5,Bronx
70,47,1.5,Queens
7.7,215,1.5,Brooklyn
3,250,1.5,Manhattan
4.3,72,1.5,Brooklyn
70,181,1.5,Manhattan
43.1,85,1.5,Manhattan
15.8,80,1.5,Brooklyn
70,115,1.5,Manhattan
9.8,120,1.5,Brooklyn
6.5,60,1.5,Brooklyn
7.7,65,1.5,Manhattan
6,55,1.5,Brooklyn
70,298,1.5,Brooklyn
8.1,672,1.5,Manhattan
8.5,140,1.5,Brooklyn
64.9,100,1.5,Bronx
70,130,1.5,Manhattan
70,80,1.5,Brooklyn
17.1,45,1.5,Queens
57.6,100,1.5,Manhattan
4.3,200,1.5,Manhattan
70,165,1.5,Brooklyn
70,350,1.5,Manhattan
70,85,1.5,Queens
4.2,150,1.5,Brooklyn
64,100,1.5,Queens
70,90,1.5,Manhattan
70,90,1.5,Brooklyn
44.4,210,1.5,Brooklyn
50.3,68,1.5,Staten Island
9.8,60,1.5,Queens
30.3,60,1.5,Queens
70,127,1.5,Manhattan
70,110,1.5,Brooklyn
70,60,1.5,Queens
6.8,60,1.5,Manhattan
70,110,1.5,Brooklyn
70,69,1.5,Bronx
70,70,1.5,Brooklyn
1.3,125,1.5,Manhattan
51.2,80,1.5,Queens
70,200,1.5,Manhattan
15.8,70,1.5,Brooklyn
14.1,90,1.5,Manhattan
70,60,1.5,Queens
70,70,1.5,Brooklyn
7.2,60,1.5,Brooklyn
24.7,65,1.5,Queens
70,120,1.5,Manhattan
31.1,95,1.5,Manhattan
4.3,70,1.5,Manhattan
1.7,192,1.5,Brooklyn
47.4,60,1.5,Brooklyn
70,295,1.5,Brooklyn
3,50,1.5,Manhattan
5.5,66,1.5,Brooklyn
70,226,1.5,Manhattan
70,250,1.5,Manhattan
9.8,530,1.5,Manhattan
1.3,106,1.5,Queens
70,40,1.5,Brooklyn
24,34,1.5,Brooklyn
70,140,1.5,Brooklyn
70,50,1.5,Brooklyn
57.6,165,1.5,Queens
70,400,1.5,Manhattan
70,65,1.5,Brooklyn
34.6,65,1.5,Manhattan
70,80,1.5,Brooklyn
70,150,1.5,Brooklyn
70,77,1.5,Manhattan
70,127,1.5,Manhattan
29.9,39,1.5,Queens
70,69,1.5,Manhattan
70,195,1.5,Manhattan
1.3,50,1.5,Manhattan
24.3,99,1.5,Queens
6.4,200,1.5,Manhattan
14.1,75,1.5,Manhattan
70,89,1.5,Brooklyn
39.7,400,1.5,Brooklyn
6.8,175,1.5,Brooklyn
12.8,55,1.5,Brooklyn
70,105,1.5,Brooklyn
70,495,1.5,Manhattan
8.5,219,1.5,Manhattan
70,34,1.5,Brooklyn
25.6,0,1.5,Brooklyn
70,85,1.5,Manhattan
1.7,133,1.5,Manhattan
11.5,150,1.5,Brooklyn
6,200,1.5,Manhattan
58.8,79,1.5,Brooklyn
3,190,1.5,Manhattan
11.1,78,1.5,Manhattan
3,250,1.5,Manhattan
18.8,198,1.5,Manhattan
8.5,220,1.5,Queens
7.3,75,1.5,Manhattan
1.3,110,1.5,Brooklyn
8.1,250,1.5,Queens
70,125,1.5,Brooklyn
7.7,115,1.5,Manhattan
33.3,80,1.5,Queens
70,50,1.5,Brooklyn
25.6,47,1.5,Brooklyn
43.9,95,1.5,Manhattan
30,35,1.5,Brooklyn
18.8,155,1.5,Manhattan
6.4,45,1.5,Brooklyn
29,250,1.5,Manhattan
70,60,1.5,Brooklyn
4.3,99,1.5,Queens
70,35,1.5,Queens
26.9,150,1.5,Queens
3,50,1.5,Manhattan
3,151,1.5,Manhattan
18.8,44,1.5,Queens
70,30,1.5,Staten Island
70,38,1.5,Queens
29,325,1.5,Manhattan
70,300,1.5,Manhattan
70,139,1.5,Brooklyn
6.4,168,1.5,Manhattan
70,250,1.5,Manhattan
24.3,250,1.5,Manhattan
8.5,100,1.5,Brooklyn
4.3,160,1.5,Brooklyn
70,589,1.5,Manhattan
5.1,90,1.5,Brooklyn
70,250,1.5,Manhattan
70,350,1.5,Brooklyn
12.1,55,1.5,Manhattan
1.3,70,1.5,Brooklyn
70,275,1.5,Brooklyn
70,70,1.5,Staten Island
31.1,75,1.5,Manhattan
70,105,1.5,Brooklyn
70,60,1.5,Manhattan
3,70,1.5,Brooklyn
70,60,1.5,Queens
70,98,1.5,Brooklyn
9.8,250,1.5,Queens
32.4,41,1.5,Queens
20.9,75,1.5,Brooklyn
70,275,1.5,Manhattan
70,50,1.5,Bronx
70,49,1.5,Brooklyn
70,125,1.5,Brooklyn
14,130,1.5,Manhattan
3,118,1.5,Brooklyn
36,150,1.5,Manhattan
70,300,1.5,Manhattan
70,49,1.5,Brooklyn
31.7,40,1.5,Queens
14.9,245,1.5,Brooklyn
32.9,60,1.5,Brooklyn
6.5,160,1.5,Brooklyn
28,25,1.5,Queens
70,120,1.5,Manhattan
26.9,59,1.5,Manhattan
3,150,1.5,Manhattan
15.9,35,1.5,Queens
4.3,154,1.5,Manhattan
7.3,174,1.5,Brooklyn
4.3,200,1.5,Manhattan
3,60,1.5,Bronx
39.7,47,1.5,Brooklyn
50.3,150,1.5,Manhattan
6,140,1.5,Brooklyn
70,140,1.5,Manhattan
49.9,47,1.5,Brooklyn
70,62,1.5,Queens
3,194,1.5,Manhattan
1.3,185,1.5,Brooklyn
5.1,252,1.5,Manhattan
62.3,44,1.5,Brooklyn
1.7,180,1.5,Brooklyn
4.3,50,1.5,Brooklyn
11.5,799,1.5,Manhattan
70,195,1.5,Brooklyn
25.6,180,1.5,Manhattan
14.5,186,1.5,Manhattan
3,90,1.5,Queens
70,172,1.5,Manhattan
4.3,60,1.5,Brooklyn
17.1,0,1.5,Brooklyn
1.3,52,1.5,Manhattan
57.2,184,1.5,Brooklyn
41,145,1.5,Manhattan
1.3,65,1.5,Brooklyn
47.8,100,1.5,Manhattan
22.2,74,1.5,Brooklyn
6,200,1.5,Manhattan
70,175,1.5,Manhattan
6,130,1.5,Manhattan
70,48,1.5,Brooklyn
1.7,200,1.5,Manhattan
12,205,1.5,Manhattan
47.6,90,1.5,Queens
70,130,1.5,Brooklyn
7.3,149,1.5,Brooklyn
4.3,489,1.5,Manhattan
70,250,1.5,Manhattan
7.7,749,1.5,Manhattan
1.3,67,1.5,Brooklyn
7.3,135,1.5,Manhattan
70,90,1.5,Brooklyn
1.3,83,1.5,Manhattan
29.4,37,1.5,Brooklyn
70,65,1.5,Manhattan
7.7,0,1.5,Brooklyn
3,100,1.5,Brooklyn
70,270,1.5,Manhattan
24.7,145,1.5,Manhattan
54,35,1.5,Brooklyn
70,120,1.5,Manhattan
33.3,67,1.5,Brooklyn
3,85,1.5,Manhattan
8,320,1.5,Manhattan
5.5,225,1.5,Manhattan
17.5,200,1.5,Brooklyn
3,489,1.5,Manhattan
70,182,1.5,Brooklyn
70,54,1.5,Queens
9,400,1.5,Manhattan
1.3,50,1.5,Queens
70,125,1.5,Manhattan
70,0,1.5,Brooklyn
70,0,1.5,Brooklyn
70,0,1.5,Brooklyn
70,99,1.5,Manhattan
70,105,1.5,Brooklyn
37.1,139,1.5,Manhattan
70,100,1.5,Brooklyn
40.5,130,1.5,Brooklyn
70,229,1.5,Manhattan
6,75,1.5,Brooklyn
70,65,1.5,Manhattan
21.5,245,1.5,Manhattan
1.3,80,1.5,Brooklyn
70,125,1.5,Brooklyn
30.3,65,1.5,Brooklyn
1.3,70,1.5,Brooklyn
17.9,180,1.5,Brooklyn
5.5,165,1.5,Manhattan
6,75,1.5,Manhattan
12.8,100,1.5,Manhattan
45.7,120,1.5,Brooklyn
70,179,1.5,Brooklyn
70,125,1.5,Queens
70,49,1.5,Manhattan
5.1,375,1.5,Manhattan
70,49,1.5,Manhattan
24.3,90,1.5,Brooklyn
54.6,50,1.5,Brooklyn
24.7,36,1.5,Brooklyn
6,5000,1.5,Brooklyn
70,90,1.5,Brooklyn
70,250,1.5,Brooklyn
70,140,1.5,Brooklyn
70,125,1.5,Manhattan
29.9,50,1.5,Brooklyn
7.3,150,1.5,Manhattan
4.3,59,1.5,Brooklyn
46.7,149,1.5,Manhattan
34,60,1.5,Brooklyn
57.9,110,1.5,Manhattan
4.3,90,1.5,Brooklyn
12.8,180,1.5,Manhattan
1.3,111,1.5,Brooklyn
70,150,1.5,Brooklyn
37.3,135,1.5,Brooklyn
67.4,120,1.5,Manhattan
6,241,1.5,Brooklyn
70,69,1.5,Brooklyn
70,150,1.5,Brooklyn
18.3,94,1.5,Brooklyn
1.3,135,1.5,Manhattan
1.3,290,1.5,Manhattan
30.3,95,1.5,Brooklyn
5.5,53,1.5,Brooklyn
7.3,58,1.5,Brooklyn
3,80,1.5,Brooklyn
7.3,98,1.5,Queens
70,50,1.5,Staten Island
8.5,150,1.5,Brooklyn
70,100,1.5,Manhattan
70,129,1.5,Brooklyn
70,40,1.5,Brooklyn
70,35,1.5,Queens
70,50,1.5,Queens
70,40,1.5,Brooklyn
4.3,57,1.5,Brooklyn
70,80,1.5,Queens
70,210,1.5,Brooklyn
10.2,449,1.5,Manhattan
14.5,50,1.5,Brooklyn
10.2,70,1.5,Manhattan
70,175,1.5,Manhattan
70,53,1.5,Brooklyn
70,173,1.5,Manhattan
6.8,450,1.5,Bronx
70,225,1.5,Manhattan
70,176,1.5,Manhattan
70,165,1.5,Brooklyn
70,125,1.5,Brooklyn
70,239,1.5,Manhattan
27.7,130,1.5,Brooklyn
30,104,1.5,Manhattan
70,225,1.5,Manhattan
12,178,1.5,Manhattan
48.2,114,1.5,Brooklyn
18.3,130,1.5,Brooklyn
24.7,230,1.5,Brooklyn
4.3,60,1.5,Queens
70,65,1.5,Bronx
3,150,1.5,Manhattan
8.5,150,1.5,Manhattan
1.3,100,1.5,Manhattan
3.4,55,1.5,Bronx
20.5,75,1.5,Brooklyn
48,3900,1.5,Manhattan
66.6,89,1.5,Manhattan
51.6,159,1.5,Brooklyn
70,170,1.5,Manhattan
8.5,115,1.5,Brooklyn
7.3,125,1.5,Queens
70,325,1.5,Manhattan
70,129,1.5,Brooklyn
4.3,350,1.5,Manhattan
36,90,1.5,Manhattan
70,216,1.5,Manhattan
70,50,1.5,Bronx
20,110,1.5,Manhattan
60.2,40,1.5,Brooklyn
34.6,300,1.5,Manhattan
70,49,1.5,Queens
22.4,158,1.5,Manhattan
20.1,97,1.5,Brooklyn
4.7,100,1.5,Brooklyn
31.6,50,1.5,Brooklyn
4.3,75,1.5,Brooklyn
70,75,1.5,Brooklyn
5.5,55,1.5,Brooklyn
16.7,55,1.5,Manhattan
70,175,1.5,Brooklyn
4.7,100,1.5,Manhattan
1.3,75,1.5,Brooklyn
7.3,75,1.5,Brooklyn
3.3,35,1.5,Brooklyn
70,53,1.5,Brooklyn
61,95,1.5,Manhattan
70,55,1.5,Queens
70,79,1.5,Queens
26,30,1.5,Brooklyn
70,150,1.5,Manhattan
70,142,1.5,Manhattan
38,496,1.5,Brooklyn
70,100,1.5,Manhattan
45,80,1.5,Manhattan
12.8,30,1.5,Brooklyn
17.5,50,1.5,Brooklyn
13.7,195,1.5,Brooklyn
39.3,65,1.5,Manhattan
17.5,50,1.5,Queens
70,141,1.5,Brooklyn
70,150,1.5,Queens
7.9,49,1.5,Brooklyn
70,109,1.5,Staten Island
70,99,1.5,Manhattan
6,49,1.5,Queens
11.1,120,1.5,Brooklyn
16.6,65,1.5,Manhattan
70,85,1.5,Manhattan
70,120,1.5,Manhattan
39.3,135,1.5,Brooklyn
1.3,49,1.5,Brooklyn
20.5,100,1.5,Brooklyn
70,250,1.5,Manhattan
12.8,48,1.5,Brooklyn
19.2,85,1.5,Manhattan
3,48,1.5,Brooklyn
70,110,1.5,Manhattan
13.2,60,1.5,Brooklyn
70,50,1.5,Brooklyn
70,85,1.5,Brooklyn
70,125,1.5,Brooklyn
70,45,1.5,Queens
70,88,1.5,Brooklyn
70,35,1.5,Queens
70,175,1.5,Manhattan
63.1,49,1.5,Brooklyn
70,175,1.5,Manhattan
15.8,60,1.5,Manhattan
3,200,1.5,Brooklyn
70,175,1.5,Manhattan
70,220,1.5,Manhattan
7.3,40,1.5,Manhattan
1.3,50,1.5,Brooklyn
70,175,1.5,Manhattan
70,75,1.5,Manhattan
4.3,250,1.5,Brooklyn
20.1,85,1.5,Brooklyn
6,174,1.5,Manhattan
9,100,1.5,Brooklyn
70,255,1.5,Manhattan
46.5,120,1.5,Brooklyn
34.6,95,1.5,Brooklyn
70,62,1.5,Brooklyn
64.4,45,1.5,Queens
56,100,1.5,Manhattan
1.3,85,1.5,Brooklyn
1.3,60,1.5,Queens
66.6,211,1.5,Manhattan
6,100,1.5,Brooklyn
70,250,1.5,Brooklyn
11.5,125,1.5,Manhattan
33.3,145,1.5,Manhattan
70,116,1.5,Brooklyn
60,48,1.5,Manhattan
26,175,1.5,Brooklyn
70,175,1.5,Manhattan
1.3,44,1.5,Brooklyn
68.3,99,1.5,Manhattan
70,45,1.5,Bronx
70,55,1.5,Bronx
3,65,1.5,Manhattan
38.3,150,1.5,Manhattan
70,125,1.5,Manhattan
70,42,1.5,Bronx
70,42,1.5,Bronx
22.2,49,1.5,Manhattan
14.5,58,1.5,Brooklyn
70,65,1.5,Brooklyn
3,175,1.5,Manhattan
70,135,1.5,Manhattan
6,120,1.5,Manhattan
70,110,1.5,Queens
70,49,1.5,Brooklyn
4.3,48,1.5,Brooklyn
27.3,180,1.5,Brooklyn
70,55,1.5,Bronx
4.7,435,1.5,Manhattan
10.2,75,1.5,Manhattan
8.5,60,1.5,Brooklyn
70,40,1.5,Queens
64.9,88,1.5,Manhattan
70,85,1.5,Brooklyn
70,90,1.5,Brooklyn
1.7,70,1.5,Manhattan
8.5,76,1.5,Brooklyn
1.3,74,1.5,Brooklyn
70,95,1.5,Brooklyn
70,174,1.5,Brooklyn
4.3,250,1.5,Brooklyn
70,70,1.5,Manhattan
4.3,90,1.5,Brooklyn
15.8,250,1.5,Manhattan
70,65,1.5,Manhattan
11.5,55,1.5,Queens
7.3,149,1.5,Manhattan
37.6,40,1.5,Queens
21.8,40,1.5,Bronx
4.3,150,1.5,Brooklyn
3,135,1.5,Brooklyn
70,45,1.5,Bronx
20.5,150,1.5,Manhattan
1.7,145,1.5,Brooklyn
7.3,160,1.5,Manhattan
70,100,1.5,Brooklyn
70,49,1.5,Queens
7.3,120,1.5,Brooklyn
17.9,175,1.5,Manhattan
56.7,80,1.5,Queens
10.2,115,1.5,Brooklyn
70,220,1.5,Manhattan
70,225,1.5,Manhattan
26,100,1.5,Queens
30,225,1.5,Manhattan
70,245,1.5,Manhattan
70,80,1.5,Brooklyn
70,110,1.5,Brooklyn
70,55,1.5,Queens
1.7,250,1.5,Manhattan
70,275,1.5,Brooklyn
70,120,1.5,Brooklyn
1.3,89,1.5,Manhattan
19.2,85,1.5,Manhattan
70,100,1.5,Brooklyn
52.1,59,1.5,Brooklyn
70,42,1.5,Brooklyn
23,45,1.5,Bronx
1.3,50,1.5,Brooklyn
14.9,49,1.5,Queens
70,55,1.5,Manhattan
70,69,1.5,Queens
6,125,1.5,Manhattan
32,250,1.5,Manhattan
70,142,1.5,Brooklyn
70,95,1.5,Queens
70,243,1.5,Manhattan
70,150,1.5,Manhattan
70,23,1.5,Queens
1.7,60,1.5,Brooklyn
70,181,1.5,Manhattan
20.1,70,1.5,Brooklyn
9,53,1.5,Manhattan
14,350,1.5,Manhattan
60.2,60,1.5,Bronx
70,35,1.5,Bronx
7.3,179,1.5,Queens
27.3,65,1.5,Brooklyn
3,75,1.5,Brooklyn
24.7,90,1.5,Brooklyn
14.9,114,1.5,Manhattan
70,111,1.5,Queens
70,49,1.5,Queens
22.2,95,1.5,Queens
1.3,220,1.5,Manhattan
22.6,99,1.5,Brooklyn
24.7,100,1.5,Queens
70,93,1.5,Brooklyn
70,39,1.5,Brooklyn
70,50,1.5,Manhattan
70,248,1.5,Manhattan
70,150,1.5,Brooklyn
1.4,35,1.5,Brooklyn
21.3,150,1.5,Manhattan
30.3,75,1.5,Brooklyn
70,65,1.5,Manhattan
70,350,1.5,Brooklyn
70,125,1.5,Brooklyn
16.2,59,1.5,Bronx
70,140,1.5,Manhattan
70,184,1.5,Brooklyn
10,175,1.5,Manhattan
12,234,1.5,Manhattan
50.3,75,1.5,Brooklyn
18.7,99,1.5,Brooklyn
4.7,141,1.5,Bronx
24.7,95,1.5,Manhattan
70,125,1.5,Queens
70,149,1.5,Manhattan
32.4,115,1.5,Brooklyn
32.4,39,1.5,Queens
70,55,1.5,Bronx
3,180,1.5,Brooklyn
70,55,1.5,Queens
70,100,1.5,Manhattan
70,200,1.5,Manhattan
70,125,1.5,Brooklyn
34.5,150,1.5,Manhattan
8,180,1.5,Brooklyn
23.5,179,1.5,Manhattan
13.2,60,1.5,Brooklyn
3.4,114,1.5,Brooklyn
70,225,1.5,Brooklyn
4.7,250,1.5,Brooklyn
64,105,1.5,Brooklyn
36.3,209,1.5,Manhattan
70,59,1.5,Brooklyn
14.5,300,1.5,Manhattan
9,160,1.5,Manhattan
31.1,45,1.5,Queens
14.9,250,1.5,Brooklyn
70,120,1.5,Manhattan
69.1,53,1.5,Manhattan
14.9,55,1.5,Queens
46.5,78,1.5,Queens
70,49,1.5,Staten Island
70,161,1.5,Manhattan
6,150,1.5,Brooklyn
40.5,60,1.5,Brooklyn
70,115,1.5,Manhattan
8.1,159,1.5,Brooklyn
19.6,83,1.5,Manhattan
10.2,70,1.5,Brooklyn
6,70,1.5,Brooklyn
55.9,125,1.5,Manhattan
64,133,1.5,Manhattan
70,75,1.5,Brooklyn
70,150,1.5,Manhattan
70,55,1.5,Queens
7.3,198,1.5,Manhattan
37.5,199,1.5,Brooklyn
14.9,102,1.5,Brooklyn
1.3,80,1.5,Brooklyn
11.9,149,1.5,Manhattan
70,140,1.5,Manhattan
14.5,195,1.5,Brooklyn
70,310,1.5,Brooklyn
70,525,1.5,Manhattan
3,200,1.5,Manhattan
6,95,1.5,Brooklyn
70,35,1.5,Brooklyn
70,150,1.5,Brooklyn
10.7,98,1.5,Brooklyn
1.3,79,1.5,Manhattan
70,79,1.5,Bronx
8.5,87,1.5,Manhattan
27.7,210,1.5,Manhattan
70,150,1.5,Manhattan
41.8,260,1.5,Manhattan
13.2,60,1.5,Brooklyn
25.2,125,1.5,Manhattan
8,104,1.5,Manhattan
9,90,1.5,Brooklyn
17.9,100,1.5,Brooklyn
9,295,1.5,Brooklyn
70,275,1.5,Brooklyn
70,225,1.5,Brooklyn
4.3,45,1.5,Brooklyn
14,165,1.5,Brooklyn
70,29,1.5,Staten Island
57.6,75,1.5,Brooklyn
70,330,1.5,Manhattan
70,79,1.5,Brooklyn
