Occupancy_rate,Daily_price,Size,Area
46.9,38,1.5,Brooklyn
26.5,150,1.5,Manhattan
70,75,1.5,Manhattan
0.9,52,1.5,Brooklyn
70,198,1.5,Manhattan
70,49,1.5,Brooklyn
5.5,950,1.5,Manhattan
56,105,1.5,Manhattan
11.9,125,1.5,Brooklyn
15.8,110,1.5,Brooklyn
0.9,44,1.5,Brooklyn
47.8,69,1.5,Manhattan
56.7,67,1.5,Brooklyn
60.2,45,1.5,Brooklyn
0.9,162,1.5,Brooklyn
0.9,80,1.5,Brooklyn
2.1,50,1.5,Manhattan
70,275,1.5,Queens
70,129,1.5,Brooklyn
0.9,250,1.5,Manhattan
70,36,1.5,Manhattan
70,200,1.5,Manhattan
3,185,1.5,Manhattan
1.3,130,1.5,Manhattan
70,75,1.5,Queens
62.3,275,1.5,Brooklyn
6.4,120,1.5,Manhattan
1.7,123,1.5,Brooklyn
70,750,1.5,Brooklyn
70,60,1.5,Brooklyn
5.1,210,1.5,Manhattan
3,139,1.5,Manhattan
0.9,45,1.5,Brooklyn
1.3,79,1.5,Manhattan
70,345,1.5,Brooklyn
70,150,1.5,Queens
70,75,1.5,Manhattan
10.2,200,1.5,Manhattan
70,100,1.5,Brooklyn
70,32,1.5,Brooklyn
70,45,1.5,Brooklyn
0.9,115,1.5,Manhattan
70,69,1.5,Bronx
41.4,210,1.5,Manhattan
16,87,1.5,Manhattan
24,50,1.5,Staten Island
5.1,125,1.5,Brooklyn
2.1,100,1.5,Brooklyn
2.1,195,1.5,Brooklyn
70,85,1.5,Brooklyn
70,90,1.5,Brooklyn
28.9,259,1.5,Manhattan
33.7,65,1.5,Manhattan
70,100,1.5,Brooklyn
3,220,1.5,Manhattan
0.9,225,1.5,Brooklyn
28.2,122,1.5,Brooklyn
39.7,135,1.5,Queens
70,85,1.5,Brooklyn
0.9,150,1.5,Queens
70,38,1.5,Brooklyn
3.4,79,1.5,Manhattan
45.7,90,1.5,Brooklyn
70,100,1.5,Brooklyn
44,99,1.5,Manhattan
30.3,250,1.5,Brooklyn
0.9,190,1.5,Manhattan
70,90,1.5,Manhattan
70,60,1.5,Manhattan
70,90,1.5,Manhattan
70,75,1.5,Manhattan
11.1,70,1.5,Manhattan
0.9,85,1.5,Manhattan
1.7,50,1.5,Brooklyn
25.6,130,1.5,Manhattan
70,199,1.5,Manhattan
4.2,150,1.5,Manhattan
14.1,750,1.5,Brooklyn
70,80,1.5,Brooklyn
70,105,1.5,Brooklyn
70,250,1.5,Manhattan
1.7,350,1.5,Brooklyn
70,64,1.5,Brooklyn
50,95,1.5,Manhattan
70,153,1.5,Queens
70,150,1.5,Brooklyn
70,280,1.5,Manhattan
1.7,70,1.5,Manhattan
17.9,155,1.5,Manhattan
70,71,1.5,Brooklyn
45.7,182,1.5,Manhattan
66.6,105,1.5,Manhattan
12.1,100,1.5,Manhattan
70,45,1.5,Brooklyn
70,60,1.5,Manhattan
70,120,1.5,Brooklyn
6.5,95,1.5,Brooklyn
70,65,1.5,Brooklyn
70,250,1.5,Manhattan
1.9,200,1.5,Queens
1.3,190,1.5,Manhattan
70,85,1.5,Brooklyn
70,125,1.5,Brooklyn
70,175,1.5,Manhattan
70,70,1.5,Brooklyn
1.3,184,1.5,Brooklyn
11.9,180,1.5,Brooklyn
70,100,1.5,Brooklyn
35.8,125,1.5,Bronx
2.1,150,1.5,Brooklyn
3.8,105,1.5,Manhattan
70,35,1.5,Brooklyn
70,30,1.5,Brooklyn
70,30,1.5,Brooklyn
2.1,125,1.5,Manhattan
0.9,190,1.5,Brooklyn
70,95,1.5,Manhattan
3,55,1.5,Brooklyn
1.3,130,1.5,Manhattan
44.8,119,1.5,Bronx
70,249,1.5,Manhattan
3,90,1.5,Manhattan
9.8,465,1.5,Manhattan
70,60,1.5,Manhattan
7.7,199,1.5,Brooklyn
45.7,150,1.5,Brooklyn
1.7,100,1.5,Manhattan
24.3,165,1.5,Brooklyn
62.3,105,1.5,Bronx
70,49,1.5,Brooklyn
0.9,100,1.5,Brooklyn
2.1,75,1.5,Manhattan
70,322,1.5,Manhattan
70,119,1.5,Brooklyn
70,100,1.5,Brooklyn
70,50,1.5,Manhattan
2.6,90,1.5,Manhattan
0.9,150,1.5,Manhattan
0.9,230,1.5,Manhattan
1.7,59,1.5,Queens
70,95,1.5,Manhattan
70,95,1.5,Manhattan
70,75,1.5,Brooklyn
70,85,1.5,Manhattan
4.7,85,1.5,Brooklyn
70,150,1.5,Brooklyn
9,189,1.5,Manhattan
30.7,99,1.5,Manhattan
70,200,1.5,Queens
70,150,1.5,Brooklyn
62.7,90,1.5,Manhattan
0.9,380,1.5,Brooklyn
70,75,1.5,Brooklyn
70,200,1.5,Manhattan
10.7,65,1.5,Manhattan
21.3,289,1.5,Brooklyn
23.5,175,1.5,Manhattan
3.7,150,1.5,Manhattan
1.7,55,1.5,Brooklyn
70,175,1.5,Manhattan
49.9,276,1.5,Manhattan
70,45,1.5,Brooklyn
38.4,199,1.5,Manhattan
30,48,1.5,Manhattan
70,145,1.5,Brooklyn
70,100,1.5,Brooklyn
9,62,1.5,Brooklyn
70,90,1.5,Manhattan
70,65,1.5,Brooklyn
1.7,140,1.5,Brooklyn
1.3,80,1.5,Brooklyn
70,75,1.5,Brooklyn
70,300,1.5,Manhattan
70,110,1.5,Brooklyn
4.3,120,1.5,Manhattan
34.1,69,1.5,Brooklyn
1.7,80,1.5,Brooklyn
10.2,299,1.5,Manhattan
4.7,16,1.5,Manhattan
70,46,1.5,Brooklyn
55.5,245,1.5,Manhattan
0.9,55,1.5,Brooklyn
0.9,45,1.5,Manhattan
16,100,1.5,Brooklyn
70,165,1.5,Brooklyn
70,64,1.5,Brooklyn
70,64,1.5,Brooklyn
5.1,140,1.5,Brooklyn
0.9,300,1.5,Brooklyn
3,249,1.5,Brooklyn
4,175,1.5,Brooklyn
70,35,1.5,Brooklyn
3,55,1.5,Brooklyn
1.3,135,1.5,Brooklyn
0.9,60,1.5,Manhattan
70,300,1.5,Manhattan
70,65,1.5,Brooklyn
70,280,1.5,Brooklyn
70,132,1.5,Brooklyn
0.9,70,1.5,Brooklyn
23.9,52,1.5,Brooklyn
6.8,148,1.5,Brooklyn
4.7,115,1.5,Queens
70,175,1.5,Manhattan
70,35,1.5,Brooklyn
1.7,109,1.5,Brooklyn
6.8,60,1.5,Brooklyn
70,250,1.5,Manhattan
0.9,207,1.5,Manhattan
1.3,63,1.5,Manhattan
7.7,188,1.5,Manhattan
0.9,445,1.5,Brooklyn
4.7,750,1.5,Manhattan
70,35,1.5,Brooklyn
2.1,200,1.5,Manhattan
5.6,141,1.5,Manhattan
1.7,120,1.5,Manhattan
70,145,1.5,Manhattan
70,120,1.5,Manhattan
70,79,1.5,Staten Island
1.7,90,1.5,Brooklyn
66.6,95,1.5,Brooklyn
70,120,1.5,Brooklyn
70,295,1.5,Manhattan
51.2,99,1.5,Brooklyn
70,170,1.5,Manhattan
6,194,1.5,Manhattan
70,125,1.5,Brooklyn
70,84,1.5,Brooklyn
1.7,140,1.5,Manhattan
6.8,89,1.5,Manhattan
3.8,55,1.5,Brooklyn
41,62,1.5,Brooklyn
70,100,1.5,Brooklyn
0.9,350,1.5,Brooklyn
70,75,1.5,Brooklyn
5.5,190,1.5,Manhattan
70,350,1.5,Manhattan
0.9,300,1.5,Manhattan
4.3,295,1.5,Manhattan
1.7,113,1.5,Manhattan
1.3,95,1.5,Manhattan
31.7,100,1.5,Brooklyn
30.3,69,1.5,Manhattan
0.9,190,1.5,Manhattan
70,110,1.5,Manhattan
1.9,65,1.5,Brooklyn
65.7,185,1.5,Brooklyn
0.9,152,1.5,Brooklyn
2.6,249,1.5,Manhattan
70,100,1.5,Brooklyn
22.2,95,1.5,Manhattan
2.1,130,1.5,Manhattan
6.4,159,1.5,Manhattan
13.7,145,1.5,Brooklyn
64.4,325,1.5,Manhattan
0.9,75,1.5,Manhattan
0.9,37,1.5,Brooklyn
70,75,1.5,Queens
70,53,1.5,Brooklyn
70,150,1.5,Queens
54,69,1.5,Manhattan
15.4,50,1.5,Brooklyn
70,65,1.5,Brooklyn
6.8,150,1.5,Manhattan
45.7,88,1.5,Manhattan
6,190,1.5,Manhattan
8.1,284,1.5,Manhattan
0.9,150,1.5,Manhattan
70,16,1.5,Manhattan
70,190,1.5,Manhattan
57.2,60,1.5,Brooklyn
66.6,100,1.5,Manhattan
3,35,1.5,Manhattan
1.4,167,1.5,Manhattan
3,175,1.5,Manhattan
4.7,249,1.5,Manhattan
70,110,1.5,Manhattan
70,250,1.5,Manhattan
70,129,1.5,Brooklyn
70,100,1.5,Manhattan
0.9,280,1.5,Manhattan
2.3,200,1.5,Manhattan
17.9,276,1.5,Brooklyn
19.2,130,1.5,Manhattan
6.8,122,1.5,Queens
29.4,399,1.5,Manhattan
6,495,1.5,Manhattan
2.1,145,1.5,Brooklyn
43.9,53,1.5,Brooklyn
70,150,1.5,Manhattan
54.2,100,1.5,Queens
3.8,42,1.5,Brooklyn
57.6,60,1.5,Queens
70,130,1.5,Brooklyn
0.9,75,1.5,Brooklyn
16.8,45,1.5,Brooklyn
70,64,1.5,Brooklyn
0.9,100,1.5,Manhattan
11.1,350,1.5,Brooklyn
70,70,1.5,Manhattan
4.7,39,1.5,Brooklyn
70,120,1.5,Manhattan
6,239,1.5,Manhattan
18.3,350,1.5,Manhattan
0.9,125,1.5,Brooklyn
2.1,45,1.5,Brooklyn
0.9,60,1.5,Queens
12.8,75,1.5,Brooklyn
70,65,1.5,Bronx
70,250,1.5,Manhattan
33.3,99,1.5,Manhattan
2.1,95,1.5,Brooklyn
70,46,1.5,Queens
26,275,1.5,Manhattan
10.3,45,1.5,Brooklyn
3,115,1.5,Manhattan
4.7,65,1.5,Brooklyn
3,120,1.5,Brooklyn
0.9,50,1.5,Queens
3.4,100,1.5,Manhattan
3.7,100,1.5,Manhattan
70,59,1.5,Brooklyn
20.1,44,1.5,Brooklyn
2.1,79,1.5,Brooklyn
1.7,56,1.5,Brooklyn
6,160,1.5,Manhattan
3.8,160,1.5,Manhattan
19.6,185,1.5,Manhattan
70,55,1.5,Brooklyn
70,58,1.5,Manhattan
3,85,1.5,Brooklyn
3.8,110,1.5,Brooklyn
0.9,80,1.5,Manhattan
7.7,125,1.5,Bronx
54.6,99,1.5,Brooklyn
70,105,1.5,Queens
2.6,110,1.5,Manhattan
70,70,1.5,Brooklyn
5.1,160,1.5,Manhattan
0.9,90,1.5,Manhattan
70,150,1.5,Brooklyn
58,86,1.5,Brooklyn
1.7,200,1.5,Manhattan
41.8,272,1.5,Manhattan
4.7,86,1.5,Manhattan
70,200,1.5,Brooklyn
70,80,1.5,Manhattan
0.9,95,1.5,Manhattan
3.8,400,1.5,Brooklyn
70,212,1.5,Manhattan
53.3,160,1.5,Brooklyn
0.9,90,1.5,Manhattan
13.7,140,1.5,Brooklyn
70,250,1.5,Manhattan
9,75,1.5,Brooklyn
1.7,75,1.5,Brooklyn
70,195,1.5,Manhattan
3.7,125,1.5,Brooklyn
70,85,1.5,Brooklyn
70,200,1.5,Manhattan
8.5,449,1.5,Manhattan
0.9,150,1.5,Brooklyn
70,250,1.5,Brooklyn
70,100,1.5,Brooklyn
43.9,120,1.5,Brooklyn
70,115,1.5,Manhattan
2.1,89,1.5,Manhattan
8.7,135,1.5,Brooklyn
1.3,180,1.5,Manhattan
1.7,70,1.5,Queens
37.5,140,1.5,Manhattan
3,70,1.5,Brooklyn
5.1,88,1.5,Brooklyn
51.6,320,1.5,Brooklyn
70,200,1.5,Manhattan
0.9,55,1.5,Brooklyn
3.8,195,1.5,Manhattan
70,115,1.5,Brooklyn
70,125,1.5,Manhattan
70,155,1.5,Manhattan
0.9,170,1.5,Manhattan
70,115,1.5,Manhattan
70,74,1.5,Brooklyn
70,100,1.5,Brooklyn
16.2,125,1.5,Manhattan
70,70,1.5,Brooklyn
70,110,1.5,Brooklyn
10.7,395,1.5,Brooklyn
13.7,148,1.5,Brooklyn
15.4,148,1.5,Brooklyn
17.1,295,1.5,Manhattan
17.3,60,1.5,Brooklyn
70,55,1.5,Brooklyn
2.1,85,1.5,Queens
70,200,1.5,Brooklyn
70,90,1.5,Brooklyn
70,50,1.5,Manhattan
49.5,95,1.5,Brooklyn
4.3,350,1.5,Brooklyn
8,38,1.5,Brooklyn
3,158,1.5,Brooklyn
21.3,245,1.5,Manhattan
70,55,1.5,Manhattan
70,275,1.5,Manhattan
27.7,50,1.5,Manhattan
3,45,1.5,Queens
62.7,85,1.5,Manhattan
26,150,1.5,Brooklyn
70,150,1.5,Manhattan
4.7,105,1.5,Manhattan
7.7,400,1.5,Manhattan
8.1,111,1.5,Queens
26,150,1.5,Manhattan
70,120,1.5,Manhattan
10.7,69,1.5,Queens
52.9,199,1.5,Manhattan
2.1,499,1.5,Manhattan
70,300,1.5,Brooklyn
20.5,45,1.5,Queens
42,114,1.5,Manhattan
2.3,105,1.5,Brooklyn
34.6,130,1.5,Manhattan
3,75,1.5,Manhattan
11.5,150,1.5,Brooklyn
12,159,1.5,Brooklyn
2.1,290,1.5,Manhattan
12.1,100,1.5,Brooklyn
52.1,135,1.5,Brooklyn
6.8,160,1.5,Brooklyn
70,175,1.5,Brooklyn
8.5,82,1.5,Manhattan
70,200,1.5,Manhattan
70,300,1.5,Manhattan
70,199,1.5,Manhattan
70,85,1.5,Queens
8.1,135,1.5,Manhattan
1.7,150,1.5,Manhattan
60.2,65,1.5,Brooklyn
14.9,395,1.5,Brooklyn
42.5,379,1.5,Manhattan
5.1,250,1.5,Manhattan
11.9,90,1.5,Manhattan
27.3,40,1.5,Brooklyn
0.9,200,1.5,Manhattan
45.7,133,1.5,Brooklyn
1.3,140,1.5,Manhattan
48,100,1.5,Manhattan
3,85,1.5,Brooklyn
70,385,1.5,Manhattan
70,50,1.5,Brooklyn
10.2,140,1.5,Brooklyn
0.9,120,1.5,Manhattan
2.1,110,1.5,Manhattan
70,106,1.5,Brooklyn
54.2,115,1.5,Manhattan
54.6,635,1.5,Queens
7.7,45,1.5,Brooklyn
70,99,1.5,Brooklyn
3,52,1.5,Queens
3.4,125,1.5,Manhattan
70,150,1.5,Queens
29.9,67,1.5,Manhattan
70,249,1.5,Manhattan
70,84,1.5,Manhattan
5.1,53,1.5,Queens
14.1,340,1.5,Manhattan
70,75,1.5,Brooklyn
70,80,1.5,Brooklyn
0.9,78,1.5,Brooklyn
70,149,1.5,Brooklyn
70,80,1.5,Brooklyn
0.9,115,1.5,Brooklyn
8.1,175,1.5,Brooklyn
27.7,194,1.5,Manhattan
3.8,175,1.5,Manhattan
70,350,1.5,Manhattan
4.7,63,1.5,Manhattan
70,180,1.5,Manhattan
24.7,64,1.5,Brooklyn
50.8,185,1.5,Manhattan
70,125,1.5,Manhattan
70,80,1.5,Manhattan
50.3,54,1.5,Brooklyn
11.9,55,1.5,Manhattan
58.5,105,1.5,Staten Island
70,130,1.5,Queens
4.3,264,1.5,Manhattan
70,35,1.5,Queens
11.9,50,1.5,Queens
1.9,145,1.5,Brooklyn
1.7,150,1.5,Manhattan
7.7,175,1.5,Brooklyn
70,680,1.5,Bronx
9.8,900,1.5,Manhattan
70,95,1.5,Brooklyn
70,70,1.5,Brooklyn
70,240,1.5,Manhattan
70,150,1.5,Manhattan
3,175,1.5,Manhattan
70,1000,1.5,Manhattan
70,48,1.5,Brooklyn
1.1,42,1.5,Brooklyn
14.9,80,1.5,Manhattan
12.4,150,1.5,Brooklyn
70,145,1.5,Brooklyn
70,85,1.5,Queens
70,90,1.5,Brooklyn
8.5,53,1.5,Brooklyn
29.4,155,1.5,Manhattan
18.8,49,1.5,Brooklyn
70,50,1.5,Brooklyn
70,100,1.5,Manhattan
70,85,1.5,Brooklyn
70,225,1.5,Queens
27.3,350,1.5,Manhattan
2.1,120,1.5,Manhattan
70,70,1.5,Queens
70,250,1.5,Manhattan
55.5,180,1.5,Manhattan
2.1,145,1.5,Brooklyn
70,130,1.5,Manhattan
3.8,60,1.5,Manhattan
70,140,1.5,Manhattan
70,60,1.5,Brooklyn
70,350,1.5,Brooklyn
3.8,175,1.5,Brooklyn
1.7,110,1.5,Manhattan
70,177,1.5,Manhattan
44,275,1.5,Brooklyn
36.7,99,1.5,Queens
70,105,1.5,Manhattan
4.7,200,1.5,Queens
20.1,58,1.5,Manhattan
3,100,1.5,Manhattan
70,110,1.5,Brooklyn
2.6,80,1.5,Manhattan
70,75,1.5,Manhattan
70,700,1.5,Manhattan
8.1,165,1.5,Brooklyn
14.1,80,1.5,Brooklyn
70,145,1.5,Brooklyn
70,125,1.5,Manhattan
1.7,45,1.5,Brooklyn
70,30,1.5,Brooklyn
19.6,81,1.5,Manhattan
46.9,225,1.5,Brooklyn
70,70,1.5,Brooklyn
17.3,120,1.5,Brooklyn
70,175,1.5,Manhattan
70,130,1.5,Manhattan
1.7,130,1.5,Brooklyn
11.1,150,1.5,Manhattan
70,89,1.5,Brooklyn
20.9,300,1.5,Brooklyn
70,180,1.5,Queens
45.7,375,1.5,Brooklyn
70,75,1.5,Brooklyn
55.5,75,1.5,Manhattan
70,70,1.5,Manhattan
3.8,300,1.5,Manhattan
8.9,60,1.5,Queens
27.7,60,1.5,Brooklyn
2.1,158,1.5,Brooklyn
70,50,1.5,Manhattan
0.9,230,1.5,Manhattan
24.7,95,1.5,Manhattan
56.7,110,1.5,Brooklyn
70,189,1.5,Brooklyn
8,98,1.5,Brooklyn
11.9,150,1.5,Manhattan
0.9,100,1.5,Brooklyn
70,94,1.5,Brooklyn
70,200,1.5,Manhattan
0.9,450,1.5,Manhattan
0.9,250,1.5,Brooklyn
0.9,100,1.5,Brooklyn
26.9,40,1.5,Queens
70,50,1.5,Manhattan
70,80,1.5,Manhattan
29.4,75,1.5,Brooklyn
2.1,139,1.5,Brooklyn
5.1,80,1.5,Brooklyn
70,98,1.5,Manhattan
39.3,120,1.5,Manhattan
70,91,1.5,Brooklyn
2.1,85,1.5,Manhattan
51.6,250,1.5,Manhattan
35,50,1.5,Queens
70,160,1.5,Manhattan
7.8,60,1.5,Manhattan
11.9,150,1.5,Brooklyn
70,90,1.5,Brooklyn
8.5,225,1.5,Manhattan
11.9,290,1.5,Queens
0.9,95,1.5,Brooklyn
2.6,139,1.5,Manhattan
5.5,295,1.5,Brooklyn
70,140,1.5,Manhattan
32.4,350,1.5,Manhattan
46,120,1.5,Brooklyn
43.1,399,1.5,Manhattan
8.9,100,1.5,Manhattan
1.3,80,1.5,Brooklyn
6,135,1.5,Manhattan
70,100,1.5,Manhattan
1.7,175,1.5,Brooklyn
0.9,50,1.5,Brooklyn
54.2,140,1.5,Manhattan
8.1,169,1.5,Manhattan
43.9,169,1.5,Brooklyn
4.7,150,1.5,Manhattan
50.3,70,1.5,Manhattan
3,205,1.5,Brooklyn
21.5,145,1.5,Manhattan
10.2,89,1.5,Brooklyn
70,196,1.5,Brooklyn
70,200,1.5,Brooklyn
9.8,165,1.5,Brooklyn
70,89,1.5,Brooklyn
3.4,240,1.5,Manhattan
3,95,1.5,Brooklyn
70,99,1.5,Brooklyn
15.8,70,1.5,Brooklyn
2.1,99,1.5,Brooklyn
67.4,177,1.5,Brooklyn
5.1,300,1.5,Manhattan
57.6,40,1.5,Manhattan
24.3,280,1.5,Manhattan
14,59,1.5,Queens
0.9,100,1.5,Brooklyn
0.9,150,1.5,Manhattan
43.5,140,1.5,Manhattan
3,400,1.5,Manhattan
70,250,1.5,Brooklyn
44.4,75,1.5,Manhattan
33.7,175,1.5,Brooklyn
18.3,85,1.5,Manhattan
70,125,1.5,Brooklyn
16.2,100,1.5,Queens
70,200,1.5,Brooklyn
70,68,1.5,Brooklyn
0.9,150,1.5,Manhattan
70,69,1.5,Brooklyn
3,200,1.5,Manhattan
70,125,1.5,Manhattan
9,130,1.5,Manhattan
70,97,1.5,Manhattan
7.7,50,1.5,Brooklyn
3.8,175,1.5,Brooklyn
0.9,100,1.5,Brooklyn
70,150,1.5,Brooklyn
70,100,1.5,Manhattan
1.9,130,1.5,Manhattan
70,45,1.5,Queens
70,95,1.5,Brooklyn
9.8,130,1.5,Manhattan
39.2,44,1.5,Queens
70,190,1.5,Brooklyn
70,60,1.5,Manhattan
0.9,199,1.5,Brooklyn
0.9,49,1.5,Brooklyn
0.9,45,1.5,Manhattan
70,265,1.5,Manhattan
4,220,1.5,Brooklyn
6.8,180,1.5,Brooklyn
29.9,145,1.5,Manhattan
67,43,1.5,Manhattan
12.8,108,1.5,Manhattan
0.9,150,1.5,Queens
23,440,1.5,Brooklyn
1.7,100,1.5,Manhattan
70,175,1.5,Brooklyn
43.9,299,1.5,Manhattan
21.3,180,1.5,Manhattan
15.8,250,1.5,Manhattan
70,99,1.5,Bronx
70,75,1.5,Brooklyn
70,55,1.5,Brooklyn
3.8,150,1.5,Brooklyn
11.1,49,1.5,Queens
43.5,110,1.5,Manhattan
12.8,1495,1.5,Manhattan
70,100,1.5,Manhattan
0.9,110,1.5,Brooklyn
68,46,1.5,Brooklyn
1.3,45,1.5,Queens
15.4,259,1.5,Manhattan
1.3,103,1.5,Brooklyn
33.1,45,1.5,Bronx
3,86,1.5,Queens
3.8,110,1.5,Queens
2.1,160,1.5,Brooklyn
70,50,1.5,Queens
70,100,1.5,Brooklyn
70,80,1.5,Manhattan
1.7,85,1.5,Queens
70,100,1.5,Manhattan
21.8,229,1.5,Brooklyn
1.7,450,1.5,Manhattan
70,80,1.5,Brooklyn
70,275,1.5,Manhattan
0.9,120,1.5,Manhattan
70,250,1.5,Manhattan
0.9,250,1.5,Brooklyn
2.6,55,1.5,Queens
1.9,100,1.5,Manhattan
70,65,1.5,Brooklyn
70,68,1.5,Queens
20.5,170,1.5,Manhattan
70,50,1.5,Brooklyn
6,45,1.5,Brooklyn
10,48,1.5,Brooklyn
4,43,1.5,Brooklyn
70,47,1.5,Brooklyn
14.1,260,1.5,Manhattan
70,75,1.5,Brooklyn
10.2,159,1.5,Bronx
70,100,1.5,Brooklyn
3.8,60,1.5,Brooklyn
6,80,1.5,Brooklyn
29.4,115,1.5,Brooklyn
3,200,1.5,Manhattan
23.5,160,1.5,Queens
0.9,109,1.5,Manhattan
17.9,25,1.5,Brooklyn
3.8,280,1.5,Brooklyn
70,120,1.5,Queens
7.7,98,1.5,Brooklyn
70,70,1.5,Brooklyn
25.3,40,1.5,Brooklyn
19.6,95,1.5,Manhattan
0.9,200,1.5,Manhattan
9.8,120,1.5,Manhattan
1.9,150,1.5,Brooklyn
56.3,155,1.5,Staten Island
5.5,80,1.5,Brooklyn
0.9,200,1.5,Manhattan
6,140,1.5,Brooklyn
23.9,28,1.5,Brooklyn
10.7,199,1.5,Manhattan
70,49,1.5,Staten Island
61,105,1.5,Manhattan
8.5,256,1.5,Manhattan
31.1,499,1.5,Manhattan
38,90,1.5,Brooklyn
70,80,1.5,Brooklyn
26.5,180,1.5,Brooklyn
1.7,145,1.5,Manhattan
0.9,100,1.5,Brooklyn
70,150,1.5,Brooklyn
70,95,1.5,Brooklyn
4.7,55,1.5,Brooklyn
51.2,147,1.5,Brooklyn
70,190,1.5,Manhattan
70,70,1.5,Manhattan
70,100,1.5,Brooklyn
37.1,888,1.5,Manhattan
0.9,40,1.5,Brooklyn
0.9,150,1.5,Brooklyn
1.4,75,1.5,Brooklyn
1.7,85,1.5,Brooklyn
31.6,89,1.5,Manhattan
0.9,195,1.5,Brooklyn
28.6,160,1.5,Brooklyn
70,125,1.5,Brooklyn
4.7,225,1.5,Manhattan
30.3,90,1.5,Queens
4.7,119,1.5,Brooklyn
16,70,1.5,Brooklyn
9.4,75,1.5,Queens
2.1,1400,1.5,Manhattan
2.1,150,1.5,Queens
3.3,145,1.5,Brooklyn
70,115,1.5,Brooklyn
8.1,130,1.5,Brooklyn
70,110,1.5,Manhattan
40.5,48,1.5,Queens
5.1,105,1.5,Queens
4,249,1.5,Brooklyn
70,150,1.5,Manhattan
70,60,1.5,Queens
70,45,1.5,Queens
1.7,150,1.5,Manhattan
21.8,50,1.5,Brooklyn
40.5,130,1.5,Manhattan
3.7,55,1.5,Manhattan
0.9,195,1.5,Manhattan
22,295,1.5,Brooklyn
70,140,1.5,Manhattan
70,45,1.5,Brooklyn
70,75,1.5,Brooklyn
41,64,1.5,Brooklyn
70,125,1.5,Manhattan
4.7,130,1.5,Manhattan
14.9,50,1.5,Queens
3,225,1.5,Brooklyn
70,155,1.5,Manhattan
70,210,1.5,Manhattan
0.9,59,1.5,Brooklyn
6.8,140,1.5,Brooklyn
3,101,1.5,Queens
0.9,50,1.5,Manhattan
70,155,1.5,Manhattan
70,98,1.5,Brooklyn
70,375,1.5,Manhattan
70,120,1.5,Manhattan
70,150,1.5,Manhattan
28,102,1.5,Brooklyn
15.4,85,1.5,Brooklyn
70,80,1.5,Brooklyn
1.3,35,1.5,Brooklyn
70,255,1.5,Manhattan
70,245,1.5,Manhattan
70,155,1.5,Manhattan
70,155,1.5,Manhattan
70,155,1.5,Manhattan
70,165,1.5,Manhattan
70,155,1.5,Manhattan
70,90,1.5,Manhattan
50.8,114,1.5,Manhattan
2.1,250,1.5,Brooklyn
70,125,1.5,Manhattan
6,81,1.5,Manhattan
70,80,1.5,Manhattan
6.5,200,1.5,Brooklyn
0.9,130,1.5,Brooklyn
4.3,82,1.5,Brooklyn
3,100,1.5,Manhattan
60.6,56,1.5,Brooklyn
18.3,112,1.5,Queens
3.4,95,1.5,Manhattan
70,65,1.5,Queens
3,40,1.5,Brooklyn
4.7,80,1.5,Brooklyn
70,50,1.5,Brooklyn
70,100,1.5,Manhattan
70,135,1.5,Queens
70,50,1.5,Brooklyn
6.8,145,1.5,Queens
0.9,125,1.5,Brooklyn
24.3,64,1.5,Brooklyn
0.9,69,1.5,Manhattan
70,59,1.5,Manhattan
70,177,1.5,Brooklyn
70,150,1.5,Brooklyn
14.1,99,1.5,Manhattan
3,135,1.5,Manhattan
3.8,150,1.5,Manhattan
18.2,2000,1.5,Manhattan
1.7,59,1.5,Brooklyn
70,275,1.5,Brooklyn
1.9,215,1.5,Manhattan
11.9,200,1.5,Manhattan
70,70,1.5,Brooklyn
4.7,135,1.5,Manhattan
9.8,200,1.5,Manhattan
70,675,1.5,Manhattan
70,82,1.5,Manhattan
70,105,1.5,Manhattan
24,52,1.5,Brooklyn
70,250,1.5,Brooklyn
0.9,145,1.5,Manhattan
70,40,1.5,Brooklyn
25.6,245,1.5,Manhattan
70,150,1.5,Manhattan
1.7,250,1.5,Manhattan
70,295,1.5,Brooklyn
70,130,1.5,Brooklyn
70,120,1.5,Brooklyn
1.9,40,1.5,Brooklyn
1.7,55,1.5,Brooklyn
1.9,130,1.5,Manhattan
6.8,245,1.5,Brooklyn
3.8,700,1.5,Manhattan
1.7,215,1.5,Brooklyn
69.6,250,1.5,Brooklyn
1.7,150,1.5,Manhattan
70,80,1.5,Brooklyn
60.2,89,1.5,Manhattan
19.6,245,1.5,Manhattan
12.4,99,1.5,Brooklyn
26.5,74,1.5,Brooklyn
6,88,1.5,Brooklyn
70,150,1.5,Brooklyn
70,150,1.5,Manhattan
2,55,1.5,Queens
14.9,259,1.5,Manhattan
14.1,100,1.5,Manhattan
0.9,125,1.5,Brooklyn
2.1,85,1.5,Brooklyn
0.9,75,1.5,Manhattan
70,190,1.5,Manhattan
12.8,198,1.5,Manhattan
11.5,300,1.5,Queens
23.5,295,1.5,Manhattan
70,50,1.5,Brooklyn
0.9,35,1.5,Brooklyn
6.4,80,1.5,Brooklyn
70,200,1.5,Brooklyn
3.8,125,1.5,Brooklyn
70,95,1.5,Manhattan
1.7,75,1.5,Brooklyn
10.2,199,1.5,Manhattan
0.9,50,1.5,Manhattan
70,109,1.5,Brooklyn
20.1,120,1.5,Brooklyn
10.8,50,1.5,Brooklyn
