income,Occupancy_rate,Size,Area
1050,70,1.5,Brooklyn
302,25.2,1.5,Brooklyn
154,12.8,1.5,Brooklyn
1050,70,1.5,Queens
4725,70,1.5,Queens
3780,70,1.5,Brooklyn
827,29,1.5,Brooklyn
819,54.6,1.5,Queens
3465,70,1.5,Manhattan
3045,70,1.5,Bronx
2079,70,1.5,Queens
1778,43.9,1.5,Brooklyn
4048,67.8,1.5,Manhattan
1512,70,1.5,Queens
214,11.9,1.5,Brooklyn
840,70,1.5,Brooklyn
1155,70,1.5,Queens
340,19.2,1.5,Brooklyn
2100,70,1.5,Brooklyn
746,31.1,1.5,Brooklyn
6300,70,1.5,Manhattan
513,32.9,1.5,Manhattan
3150,70,1.5,Manhattan
173,11.5,1.5,Brooklyn
1995,38,1.5,Manhattan
1057,54.2,1.5,Queens
3780,70,1.5,Brooklyn
3780,70,1.5,Manhattan
474,24.3,1.5,Staten Island
922,38.4,1.5,Brooklyn
2919,70,1.5,Manhattan
1823,40.5,1.5,Brooklyn
945,70,1.5,Queens
3150,70,1.5,Brooklyn
1113,70,1.5,Brooklyn
557,37.1,1.5,Brooklyn
1976,43.9,1.5,Manhattan
2100,70,1.5,Queens
1217,42.7,1.5,Brooklyn
1365,70,1.5,Brooklyn
339,22.6,1.5,Brooklyn
870,14.5,1.5,Manhattan
1052,50.8,1.5,Manhattan
1575,70,1.5,Brooklyn
4200,70,1.5,Queens
266,11.1,1.5,Brooklyn
408,31.6,1.5,Brooklyn
1365,70,1.5,Brooklyn
2100,70,1.5,Queens
1470,70,1.5,Brooklyn
3150,70,1.5,Brooklyn
1260,70,1.5,Manhattan
1575,70,1.5,Brooklyn
756,70,1.5,Brooklyn
735,70,1.5,Brooklyn
4410,70,1.5,Manhattan
1155,70,1.5,Queens
288,12.8,1.5,Queens
1449,70,1.5,Manhattan
345,30.3,1.5,Brooklyn
474,35.9,1.5,Brooklyn
1470,70,1.5,Bronx
1470,70,1.5,Brooklyn
3585,23.9,1.5,Brooklyn
210000,70,1.5,Manhattan
1071,70,1.5,Brooklyn
448,59.7,1.5,Brooklyn
735,70,1.5,Bronx
326,43.5,1.5,Brooklyn
6531,70,1.5,Manhattan
2916,24.3,1.5,Manhattan
2688,70,1.5,Manhattan
7959,70,1.5,Manhattan
7497,70,1.5,Manhattan
882,70,1.5,Manhattan
1596,70,1.5,Brooklyn
5250,70,1.5,Manhattan
1980,13.2,1.5,Manhattan
1725,23,1.5,Brooklyn
1218,70,1.5,Brooklyn
4164,66.1,1.5,Manhattan
5775,70,1.5,Manhattan
2037,70,1.5,Queens
3969,70,1.5,Manhattan
1836,28.6,1.5,Manhattan
4809,70,1.5,Manhattan
4200,70,1.5,Manhattan
4914,70,1.5,Manhattan
609,70,1.5,Queens
5439,70,1.5,Manhattan
3885,70,1.5,Manhattan
12369,70,1.5,Manhattan
12369,70,1.5,Manhattan
8460,23.5,1.5,Manhattan
546,70,1.5,Queens
525,70,1.5,Brooklyn
2079,70,1.5,Brooklyn
1659,31.6,1.5,Brooklyn
546,70,1.5,Queens
1119,43.9,1.5,Queens
1449,70,1.5,Manhattan
1239,70,1.5,Manhattan
840,70,1.5,Queens
3374,34.6,1.5,Queens
1974,70,1.5,Manhattan
3549,70,1.5,Brooklyn
333,42.7,1.5,Queens
1701,70,1.5,Manhattan
1386,70,1.5,Manhattan
1239,70,1.5,Manhattan
1302,70,1.5,Manhattan
2090,32.4,1.5,Bronx
2317,45.7,1.5,Manhattan
3339,70,1.5,Manhattan
525,70,1.5,Queens
16800,70,1.5,Manhattan
2940,70,1.5,Brooklyn
16569,70,1.5,Manhattan
2520,70,1.5,Brooklyn
1997,51.2,1.5,Manhattan
3990,70,1.5,Brooklyn
840,70,1.5,Queens
26250,70,1.5,Manhattan
2239,37.5,1.5,Bronx
1260,70,1.5,Queens
833,22.2,1.5,Brooklyn
666,11.1,1.5,Manhattan
999,33.3,1.5,Brooklyn
840,70,1.5,Queens
12999,70,1.5,Brooklyn
1239,70,1.5,Brooklyn
6073,58,1.5,Manhattan
1260,70,1.5,Bronx
1497,49.9,1.5,Brooklyn
2651,58.9,1.5,Manhattan
903,70,1.5,Manhattan
3150,70,1.5,Manhattan
12180,70,1.5,Brooklyn
1105,21.8,1.5,Manhattan
1260,70,1.5,Queens
1449,70,1.5,Queens
3900,52,1.5,Manhattan
1995,70,1.5,Brooklyn
3570,70,1.5,Bronx
1237,68.7,1.5,Queens
1260,70,1.5,Queens
525,70,1.5,Brooklyn
126,12.4,1.5,Queens
2457,54.6,1.5,Brooklyn
5985,70,1.5,Brooklyn
9450,70,1.5,Manhattan
2467,29.9,1.5,Manhattan
2520,70,1.5,Manhattan
5165,53.8,1.5,Brooklyn
2709,70,1.5,Brooklyn
2079,70,1.5,Manhattan
8064,70,1.5,Manhattan
8400,70,1.5,Manhattan
735,70,1.5,Bronx
1950,26,1.5,Manhattan
2919,49.9,1.5,Manhattan
6279,70,1.5,Manhattan
8190,70,1.5,Manhattan
7014,70,1.5,Manhattan
6930,70,1.5,Manhattan
2310,70,1.5,Manhattan
500,11.1,1.5,Brooklyn
2100,70,1.5,Brooklyn
385,13.5,1.5,Manhattan
1050,70,1.5,Queens
2625,70,1.5,Brooklyn
3780,70,1.5,Queens
2520,70,1.5,Queens
16149,70,1.5,Manhattan
16149,70,1.5,Manhattan
16149,70,1.5,Manhattan
16149,70,1.5,Manhattan
12579,70,1.5,Manhattan
6128,34.1,1.5,Manhattan
1890,70,1.5,Queens
672,44.8,1.5,Brooklyn
513,31.1,1.5,Brooklyn
798,70,1.5,Brooklyn
2093,46.5,1.5,Brooklyn
4095,70,1.5,Manhattan
1470,70,1.5,Queens
1575,70,1.5,Queens
2730,70,1.5,Manhattan
565,29.9,1.5,Brooklyn
987,29.9,1.5,Manhattan
227,25.2,1.5,Brooklyn
1344,70,1.5,Brooklyn
2793,70,1.5,Manhattan
2793,70,1.5,Manhattan
1092,70,1.5,Brooklyn
2793,70,1.5,Manhattan
4011,70,1.5,Queens
4200,70,1.5,Queens
2310,70,1.5,Brooklyn
735,70,1.5,Queens
1298,62.7,1.5,Queens
3045,70,1.5,Brooklyn
1890,70,1.5,Queens
9639,70,1.5,Manhattan
1365,70,1.5,Brooklyn
1380,23,1.5,Queens
4725,70,1.5,Manhattan
2520,70,1.5,Manhattan
2624,47.8,1.5,Manhattan
2772,70,1.5,Manhattan
1197,70,1.5,Manhattan
1260,70,1.5,Brooklyn
1973,42.7,1.5,Manhattan
2406,67.4,1.5,Manhattan
3150,70,1.5,Manhattan
5250,70,1.5,Manhattan
1838,17.5,1.5,Manhattan
1260,70,1.5,Brooklyn
4011,70,1.5,Manhattan
10500,70,1.5,Manhattan
14679,70,1.5,Manhattan
1402,62.3,1.5,Manhattan
1008,70,1.5,Brooklyn
5636,42.7,1.5,Manhattan
233,11.1,1.5,Manhattan
2457,70,1.5,Brooklyn
676,56.3,1.5,Queens
2100,70,1.5,Queens
1050,70,1.5,Queens
2304,38.4,1.5,Brooklyn
4137,70,1.5,Brooklyn
1821,21.3,1.5,Manhattan
2520,70,1.5,Manhattan
3045,70,1.5,Manhattan
2520,70,1.5,Manhattan
3045,70,1.5,Manhattan
3276,70,1.5,Manhattan
3276,70,1.5,Manhattan
2415,70,1.5,Manhattan
1361,25.2,1.5,Brooklyn
1407,70,1.5,Brooklyn
6264,42.7,1.5,Manhattan
6279,70,1.5,Manhattan
2079,70,1.5,Manhattan
5859,70,1.5,Manhattan
3213,70,1.5,Manhattan
4179,70,1.5,Brooklyn
945,70,1.5,Queens
945,70,1.5,Queens
945,70,1.5,Queens
2772,70,1.5,Manhattan
1748,55.5,1.5,Brooklyn
4179,70,1.5,Manhattan
2940,70,1.5,Queens
1260,70,1.5,Manhattan
4200,70,1.5,Brooklyn
8190,70,1.5,Manhattan
1932,70,1.5,Manhattan
1785,70,1.5,Brooklyn
522,29,1.5,Manhattan
14700,70,1.5,Manhattan
809,33.3,1.5,Manhattan
1575,70,1.5,Manhattan
1869,70,1.5,Queens
188,20.9,1.5,Bronx
4809,70,1.5,Manhattan
1134,25.2,1.5,Manhattan
15330,70,1.5,Manhattan
2415,70,1.5,Queens
3150,70,1.5,Bronx
409,23.5,1.5,Brooklyn
1701,70,1.5,Manhattan
1722,70,1.5,Manhattan
7833,70,1.5,Manhattan
1716,38.4,1.5,Brooklyn
3879,43.1,1.5,Brooklyn
6300,70,1.5,Brooklyn
6993,66.6,1.5,Manhattan
1113,70,1.5,Manhattan
5250,70,1.5,Brooklyn
1937,53.8,1.5,Queens
357,11.9,1.5,Brooklyn
4725,70,1.5,Brooklyn
1533,70,1.5,Manhattan
6825,70,1.5,Manhattan
752,62.7,1.5,Brooklyn
428,11.9,1.5,Brooklyn
2205,70,1.5,Manhattan
615,42.7,1.5,Queens
1680,70,1.5,Manhattan
3507,70,1.5,Manhattan
1386,70,1.5,Manhattan
1155,70,1.5,Manhattan
837,46.5,1.5,Queens
1353,25.2,1.5,Queens
1014,23,1.5,Manhattan
6300,70,1.5,Manhattan
2667,70,1.5,Brooklyn
3297,70,1.5,Manhattan
2604,70,1.5,Manhattan
2562,70,1.5,Manhattan
2100,70,1.5,Brooklyn
1050,35,1.5,Bronx
12600,70,1.5,Manhattan
4620,70,1.5,Manhattan
3129,70,1.5,Queens
1785,70,1.5,Manhattan
1344,12.8,1.5,Manhattan
9849,70,1.5,Manhattan
588,70,1.5,Brooklyn
3675,70,1.5,Manhattan
5670,70,1.5,Brooklyn
2919,70,1.5,Manhattan
2667,70,1.5,Brooklyn
1869,70,1.5,Manhattan
3108,70,1.5,Manhattan
2343,33.1,1.5,Manhattan
2100,70,1.5,Manhattan
2471,18.3,1.5,Manhattan
860,23.9,1.5,Manhattan
431,29.9,1.5,Bronx
6552,70,1.5,Manhattan
8865,59.7,1.5,Brooklyn
2415,70,1.5,Brooklyn
3360,70,1.5,Brooklyn
6300,70,1.5,Manhattan
1260,70,1.5,Queens
4941,61,1.5,Brooklyn
1092,70,1.5,Manhattan
825,55,1.5,Manhattan
1722,70,1.5,Queens
1305,58,1.5,Brooklyn
1260,70,1.5,Queens
1575,70,1.5,Manhattan
4179,70,1.5,Manhattan
1403,55,1.5,Brooklyn
2972,50.8,1.5,Brooklyn
372,12.4,1.5,Brooklyn
3465,70,1.5,Manhattan
2835,70,1.5,Manhattan
1347,40.1,1.5,Queens
1779,59.3,1.5,Brooklyn
756,25.2,1.5,Manhattan
1260,70,1.5,Brooklyn
840,70,1.5,Brooklyn
2058,70,1.5,Brooklyn
774,29,1.5,Manhattan
1911,70,1.5,Queens
2982,70,1.5,Brooklyn
1827,70,1.5,Queens
840,70,1.5,Queens
1638,70,1.5,Brooklyn
2218,30.3,1.5,Brooklyn
1470,70,1.5,Brooklyn
8379,70,1.5,Manhattan
2310,70,1.5,Brooklyn
482,24.7,1.5,Manhattan
656,11.5,1.5,Bronx
1155,70,1.5,Brooklyn
1029,70,1.5,Bronx
5649,70,1.5,Manhattan
1634,36.3,1.5,Queens
4469,33.1,1.5,Brooklyn
1210,57.6,1.5,Queens
3528,70,1.5,Manhattan
2415,70,1.5,Brooklyn
4092,34.1,1.5,Brooklyn
1785,70,1.5,Brooklyn
2250,37.5,1.5,Brooklyn
1050,70,1.5,Queens
1084,51.6,1.5,Brooklyn
479,37.1,1.5,Brooklyn
4452,70,1.5,Manhattan
592,53.3,1.5,Brooklyn
2625,70,1.5,Manhattan
4620,70,1.5,Brooklyn
1497,49.9,1.5,Brooklyn
798,70,1.5,Manhattan
1038,34.6,1.5,Brooklyn
2625,70,1.5,Manhattan
945,70,1.5,Bronx
1365,70,1.5,Brooklyn
1260,70,1.5,Queens
230,12.8,1.5,Queens
2284,52.5,1.5,Manhattan
6300,70,1.5,Queens
2489,46.1,1.5,Manhattan
612,37.1,1.5,Brooklyn
2298,66.6,1.5,Brooklyn
1499,55.5,1.5,Manhattan
2100,70,1.5,Queens
1890,70,1.5,Manhattan
735,70,1.5,Queens
8085,70,1.5,Brooklyn
1126,46.9,1.5,Brooklyn
802,24.3,1.5,Manhattan
1470,70,1.5,Queens
840,70,1.5,Queens
10479,70,1.5,Manhattan
2079,70,1.5,Brooklyn
3885,70,1.5,Manhattan
558,12.4,1.5,Manhattan
860,25.6,1.5,Manhattan
1890,70,1.5,Manhattan
2100,70,1.5,Brooklyn
6279,70,1.5,Manhattan
6699,70,1.5,Manhattan
696,29,1.5,Manhattan
7833,70,1.5,Manhattan
2100,70,1.5,Brooklyn
3612,60.2,1.5,Manhattan
5880,70,1.5,Brooklyn
788,35,1.5,Manhattan
1785,70,1.5,Brooklyn
2835,70,1.5,Manhattan
3675,70,1.5,Manhattan
1575,70,1.5,Manhattan
7350,70,1.5,Manhattan
1092,70,1.5,Brooklyn
1029,70,1.5,Brooklyn
4389,70,1.5,Manhattan
3864,70,1.5,Brooklyn
3234,70,1.5,Brooklyn
489,13.7,1.5,Brooklyn
924,70,1.5,Brooklyn
3780,70,1.5,Brooklyn
3570,70,1.5,Brooklyn
4158,70,1.5,Manhattan
450,27.3,1.5,Brooklyn
987,70,1.5,Brooklyn
924,70,1.5,Brooklyn
882,70,1.5,Brooklyn
4725,70,1.5,Brooklyn
8379,70,1.5,Manhattan
4116,70,1.5,Manhattan
4158,70,1.5,Manhattan
4200,70,1.5,Manhattan
5250,70,1.5,Brooklyn
5061,70,1.5,Manhattan
5943,70,1.5,Manhattan
16695,70,1.5,Brooklyn
2268,70,1.5,Manhattan
879,66.6,1.5,Brooklyn
12495,70,1.5,Brooklyn
2709,70,1.5,Manhattan
6195,70,1.5,Brooklyn
1050,70,1.5,Manhattan
5250,17.5,1.5,Brooklyn
708,67.4,1.5,Brooklyn
2691,29.9,1.5,Brooklyn
1163,65.7,1.5,Manhattan
6300,70,1.5,Manhattan
2940,70,1.5,Queens
3150,70,1.5,Manhattan
3150,70,1.5,Queens
3856,47.6,1.5,Brooklyn
1118,21.8,1.5,Manhattan
909,23.5,1.5,Queens
10395,70,1.5,Brooklyn
345,20.9,1.5,Queens
7350,70,1.5,Brooklyn
446,25.2,1.5,Brooklyn
3484,47.4,1.5,Brooklyn
7350,70,1.5,Brooklyn
6195,70,1.5,Brooklyn
1659,70,1.5,Brooklyn
11090,46.5,1.5,Brooklyn
7350,70,1.5,Brooklyn
1050,70,1.5,Brooklyn
1175,26.1,1.5,Brooklyn
26775,70,1.5,Brooklyn
2100,70,1.5,Queens
743,19.2,1.5,Queens
2520,70,1.5,Manhattan
4489,37.5,1.5,Manhattan
3675,70,1.5,Manhattan
2046,34.1,1.5,Manhattan
1680,70,1.5,Queens
1995,70,1.5,Brooklyn
909,60.6,1.5,Brooklyn
5250,70,1.5,Manhattan
704,46.9,1.5,Brooklyn
960,64,1.5,Brooklyn
1050,70,1.5,Brooklyn
269,17.9,1.5,Brooklyn
749,49.9,1.5,Brooklyn
1260,70,1.5,Brooklyn
2205,70,1.5,Manhattan
798,70,1.5,Brooklyn
798,70,1.5,Brooklyn
3150,70,1.5,Manhattan
2100,70,1.5,Manhattan
8379,70,1.5,Manhattan
1323,70,1.5,Brooklyn
7350,70,1.5,Manhattan
1617,49.9,1.5,Brooklyn
3150,70,1.5,Manhattan
384,32,1.5,Brooklyn
1365,70,1.5,Brooklyn
2415,70,1.5,Manhattan
1273,30.3,1.5,Queens
8400,70,1.5,Queens
798,70,1.5,Manhattan
3360,70,1.5,Manhattan
4200,70,1.5,Manhattan
1245,16.6,1.5,Manhattan
10380,34.6,1.5,Brooklyn
223,12.4,1.5,Brooklyn
1575,70,1.5,Brooklyn
3150,70,1.5,Queens
1470,70,1.5,Manhattan
825,55,1.5,Brooklyn
1365,26,1.5,Brooklyn
266,11.1,1.5,Brooklyn
1785,70,1.5,Manhattan
1890,70,1.5,Brooklyn
1260,70,1.5,Manhattan
13650,70,1.5,Manhattan
1890,70,1.5,Brooklyn
529,14.1,1.5,Manhattan
840,70,1.5,Brooklyn
210000,70,1.5,Manhattan
210000,70,1.5,Manhattan
210000,70,1.5,Manhattan
8400,70,1.5,Manhattan
2345,52.1,1.5,Manhattan
840,70,1.5,Brooklyn
2625,70,1.5,Queens
4179,70,1.5,Manhattan
510,48.6,1.5,Bronx
8379,70,1.5,Manhattan
288,19.2,1.5,Manhattan
849,28.6,1.5,Brooklyn
1470,70,1.5,Brooklyn
1470,70,1.5,Queens
1470,70,1.5,Queens
242,12.4,1.5,Manhattan
1155,70,1.5,Manhattan
5859,70,1.5,Manhattan
1283,17.1,1.5,Queens
1470,70,1.5,Manhattan
2100,70,1.5,Brooklyn
6300,70,1.5,Brooklyn
735,70,1.5,Queens
2415,70,1.5,Manhattan
1575,70,1.5,Queens
630,70,1.5,Brooklyn
2223,24.7,1.5,Brooklyn
630,70,1.5,Brooklyn
2520,70,1.5,Manhattan
5607,70,1.5,Manhattan
359,23.9,1.5,Brooklyn
3150,70,1.5,Manhattan
2310,70,1.5,Brooklyn
1890,70,1.5,Brooklyn
7830,29,1.5,Brooklyn
483,55.5,1.5,Brooklyn
6300,70,1.5,Manhattan
3415,57.2,1.5,Queens
1365,70,1.5,Brooklyn
5229,70,1.5,Manhattan
6720,70,1.5,Manhattan
1365,70,1.5,Brooklyn
6300,70,1.5,Manhattan
6300,70,1.5,Manhattan
840,70,1.5,Bronx
13650,70,1.5,Manhattan
3675,70,1.5,Brooklyn
6300,70,1.5,Brooklyn
1058,23.5,1.5,Manhattan
1407,70,1.5,Queens
2835,70,1.5,Brooklyn
653,29,1.5,Brooklyn
460,41.4,1.5,Brooklyn
840,70,1.5,Staten Island
2379,61,1.5,Queens
1239,70,1.5,Queens
3150,70,1.5,Brooklyn
3371,66.1,1.5,Brooklyn
501,34.1,1.5,Queens
1155,70,1.5,Bronx
1260,70,1.5,Queens
990,25.2,1.5,Brooklyn
4725,70,1.5,Brooklyn
2100,70,1.5,Brooklyn
1855,68.7,1.5,Queens
1260,70,1.5,Queens
1260,70,1.5,Queens
1890,70,1.5,Brooklyn
9639,70,1.5,Manhattan
1890,70,1.5,Manhattan
416,25.2,1.5,Brooklyn
1575,70,1.5,Queens
9975,70,1.5,Manhattan
379,12.4,1.5,Brooklyn
5250,70,1.5,Manhattan
948,15.8,1.5,Manhattan
1294,15.4,1.5,Manhattan
2205,70,1.5,Queens
4963,27.3,1.5,Brooklyn
12495,70,1.5,Brooklyn
4179,70,1.5,Brooklyn
6791,50.3,1.5,Manhattan
6195,70,1.5,Brooklyn
2455,34.1,1.5,Brooklyn
11025,70,1.5,Brooklyn
219,12.8,1.5,Brooklyn
1113,70,1.5,Manhattan
4725,70,1.5,Manhattan
1680,70,1.5,Brooklyn
1155,70,1.5,Brooklyn
499,12.8,1.5,Manhattan
2667,70,1.5,Brooklyn
1638,70,1.5,Bronx
1869,70,1.5,Brooklyn
1680,70,1.5,Manhattan
1050,70,1.5,Manhattan
1155,70,1.5,Bronx
3150,70,1.5,Manhattan
782,52.1,1.5,Brooklyn
1199,20.5,1.5,Manhattan
1050,70,1.5,Manhattan
236,17.5,1.5,Bronx
2410,52.5,1.5,Queens
1260,70,1.5,Queens
3864,70,1.5,Manhattan
2415,70,1.5,Manhattan
2898,70,1.5,Manhattan
2898,70,1.5,Manhattan
625,52.1,1.5,Bronx
3759,70,1.5,Brooklyn
2403,26.7,1.5,Manhattan
727,34.6,1.5,Queens
1470,70,1.5,Bronx
1001,23,1.5,Manhattan
3801,70,1.5,Manhattan
1849,23,1.5,Manhattan
521,31.6,1.5,Brooklyn
2840,63.1,1.5,Brooklyn
558,12.4,1.5,Manhattan
372,12.4,1.5,Brooklyn
1680,70,1.5,Manhattan
2754,32.9,1.5,Manhattan
1785,70,1.5,Brooklyn
819,70,1.5,Brooklyn
3507,70,1.5,Manhattan
819,70,1.5,Brooklyn
1575,70,1.5,Bronx
4368,70,1.5,Manhattan
2100,70,1.5,Queens
1239,70,1.5,Brooklyn
3024,70,1.5,Manhattan
4725,70,1.5,Brooklyn
2310,70,1.5,Brooklyn
2079,70,1.5,Manhattan
3360,70,1.5,Brooklyn
1785,70,1.5,Manhattan
2009,26.9,1.5,Manhattan
20160,70,1.5,Manhattan
1680,70,1.5,Manhattan
783,29,1.5,Brooklyn
1785,70,1.5,Brooklyn
461,29,1.5,Queens
3150,70,1.5,Queens
140,14.1,1.5,Queens
5229,70,1.5,Manhattan
735,70,1.5,Queens
630,70,1.5,Queens
6195,70,1.5,Manhattan
1983,66.1,1.5,Bronx
2016,70,1.5,Brooklyn
6195,70,1.5,Manhattan
368,12.4,1.5,Manhattan
2100,70,1.5,Brooklyn
1680,70,1.5,Manhattan
1890,70,1.5,Brooklyn
8925,70,1.5,Brooklyn
591,30.3,1.5,Brooklyn
2310,70,1.5,Brooklyn
3675,70,1.5,Manhattan
4200,70,1.5,Manhattan
2247,70,1.5,Manhattan
7350,70,1.5,Manhattan
798,70,1.5,Manhattan
519,24.7,1.5,Brooklyn
1890,70,1.5,Brooklyn
1841,49.1,1.5,Manhattan
2100,70,1.5,Brooklyn
2940,70,1.5,Manhattan
4704,70,1.5,Manhattan
4704,70,1.5,Manhattan
6636,70,1.5,Manhattan
4704,70,1.5,Manhattan
1785,70,1.5,Brooklyn
2730,70,1.5,Brooklyn
3990,70,1.5,Manhattan
1220,45.2,1.5,Queens
58800,70,1.5,Brooklyn
5250,70,1.5,Brooklyn
1260,70,1.5,Brooklyn
901,27.3,1.5,Manhattan
3150,70,1.5,Brooklyn
2625,70,1.5,Queens
3741,58,1.5,Manhattan
1155,70,1.5,Queens
840,70,1.5,Brooklyn
2730,70,1.5,Brooklyn
1323,70,1.5,Brooklyn
2940,70,1.5,Manhattan
2020,68,1.5,Brooklyn
79,13.2,1.5,Brooklyn
238,39.7,1.5,Brooklyn
1449,70,1.5,Brooklyn
860,48.6,1.5,Brooklyn
607,33.7,1.5,Manhattan
2496,62.1,1.5,Manhattan
1260,70,1.5,Brooklyn
1239,70,1.5,Brooklyn
1995,70,1.5,Queens
2079,70,1.5,Manhattan
2305,45.2,1.5,Queens
403,19.2,1.5,Brooklyn
1260,70,1.5,Queens
2310,70,1.5,Queens
858,57.2,1.5,Manhattan
6147,68.3,1.5,Manhattan
840,70,1.5,Brooklyn
4200,70,1.5,Brooklyn
1050,70,1.5,Brooklyn
1536,25.6,1.5,Manhattan
2682,29.9,1.5,Manhattan
2707,40.1,1.5,Manhattan
1470,70,1.5,Staten Island
4200,70,1.5,Manhattan
3150,70,1.5,Brooklyn
870,29,1.5,Brooklyn
3150,70,1.5,Bronx
919,17.5,1.5,Manhattan
3150,70,1.5,Queens
1050,70,1.5,Queens
2079,70,1.5,Bronx
1239,70,1.5,Manhattan
1717,63.6,1.5,Brooklyn
749,55.5,1.5,Brooklyn
303,11.9,1.5,Brooklyn
614,34.1,1.5,Brooklyn
1454,27.7,1.5,Brooklyn
1132,50.3,1.5,Manhattan
22995,70,1.5,Manhattan
768,25.6,1.5,Queens
1890,70,1.5,Brooklyn
1470,70,1.5,Queens
411,13.7,1.5,Brooklyn
1281,70,1.5,Brooklyn
1302,12.4,1.5,Queens
1182,56.3,1.5,Brooklyn
2194,47.8,1.5,Manhattan
4179,70,1.5,Queens
1881,41.8,1.5,Manhattan
1869,70,1.5,Manhattan
4809,70,1.5,Manhattan
1050,70,1.5,Brooklyn
1406,37.5,1.5,Brooklyn
1412,26.9,1.5,Brooklyn
1785,70,1.5,Brooklyn
2100,70,1.5,Brooklyn
48600,60,1.5,Brooklyn
6300,70,1.5,Manhattan
2601,29,1.5,Manhattan
1761,27.3,1.5,Manhattan
491,21.8,1.5,Manhattan
1127,68.3,1.5,Manhattan
760,38.4,1.5,Manhattan
504,70,1.5,Brooklyn
1242,41.4,1.5,Bronx
2358,39.3,1.5,Manhattan
1627,45.2,1.5,Brooklyn
1169,41,1.5,Manhattan
1785,70,1.5,Bronx
851,40.5,1.5,Manhattan
2100,70,1.5,Brooklyn
1050,70,1.5,Brooklyn
1995,70,1.5,Manhattan
1239,70,1.5,Manhattan
3360,70,1.5,Queens
383,29,1.5,Brooklyn
2310,70,1.5,Brooklyn
6300,70,1.5,Manhattan
3235,67.4,1.5,Brooklyn
2100,70,1.5,Brooklyn
288,13.7,1.5,Brooklyn
1470,70,1.5,Brooklyn
2079,70,1.5,Brooklyn
9450,70,1.5,Brooklyn
2520,70,1.5,Brooklyn
1890,70,1.5,Brooklyn
1824,68.3,1.5,Queens
2558,34.1,1.5,Manhattan
522,29,1.5,Queens
873,38.8,1.5,Queens
525,70,1.5,Brooklyn
840,70,1.5,Manhattan
3150,70,1.5,Brooklyn
185,13.7,1.5,Brooklyn
4978,55.5,1.5,Brooklyn
2310,70,1.5,Brooklyn
3339,70,1.5,Manhattan
2310,70,1.5,Manhattan
7350,70,1.5,Manhattan
9450,70,1.5,Brooklyn
696,14.5,1.5,Brooklyn
4179,70,1.5,Brooklyn
1680,70,1.5,Manhattan
0,62,1.5,Manhattan
762,36.3,1.5,Manhattan
2100,70,1.5,Queens
1613,38.4,1.5,Manhattan
11550,70,1.5,Manhattan
2169,48.2,1.5,Manhattan
3150,70,1.5,Bronx
4200,70,1.5,Manhattan
6195,70,1.5,Brooklyn
627,41.8,1.5,Queens
1065,62.3,1.5,Queens
1260,70,1.5,Brooklyn
1305,29,1.5,Staten Island
840,70,1.5,Staten Island
1365,70,1.5,Brooklyn
1029,70,1.5,Manhattan
359,26.6,1.5,Brooklyn
930,12.4,1.5,Manhattan
3339,70,1.5,Brooklyn
2415,70,1.5,Brooklyn
3360,70,1.5,Brooklyn
653,14.5,1.5,Manhattan
4179,70,1.5,Brooklyn
849,31.1,1.5,Bronx
1495,62.3,1.5,Brooklyn
774,51.6,1.5,Brooklyn
265,15.8,1.5,Queens
2415,70,1.5,Brooklyn
7350,70,1.5,Manhattan
3150,70,1.5,Brooklyn
6300,70,1.5,Brooklyn
1365,70,1.5,Queens
2498,66.6,1.5,Brooklyn
840,70,1.5,Manhattan
840,70,1.5,Manhattan
945,70,1.5,Manhattan
945,70,1.5,Manhattan
945,70,1.5,Manhattan
840,70,1.5,Queens
4719,28.6,1.5,Manhattan
2783,37.1,1.5,Manhattan
170,13.2,1.5,Brooklyn
525,70,1.5,Brooklyn
840,70,1.5,Queens
4200,70,1.5,Manhattan
4122,68.7,1.5,Manhattan
807,29.9,1.5,Manhattan
1519,53.3,1.5,Manhattan
12600,70,1.5,Manhattan
615,20.5,1.5,Manhattan
1680,70,1.5,Queens
4620,70,1.5,Manhattan
3885,70,1.5,Manhattan
3780,70,1.5,Manhattan
3549,70,1.5,Manhattan
2835,70,1.5,Manhattan
2310,70,1.5,Manhattan
924,70,1.5,Brooklyn
6279,70,1.5,Manhattan
3338,50.8,1.5,Manhattan
1575,17.5,1.5,Manhattan
7875,70,1.5,Manhattan
2401,29,1.5,Brooklyn
5250,70,1.5,Manhattan
4200,70,1.5,Manhattan
2625,70,1.5,Queens
4200,70,1.5,Manhattan
2520,70,1.5,Manhattan
3360,70,1.5,Manhattan
6006,57.2,1.5,Queens
4200,70,1.5,Manhattan
12600,70,1.5,Manhattan
2588,23,1.5,Queens
6300,70,1.5,Manhattan
1365,70,1.5,Brooklyn
840,70,1.5,Bronx
8400,70,1.5,Manhattan
2100,70,1.5,Queens
4719,57.2,1.5,Queens
4011,70,1.5,Manhattan
693,70,1.5,Bronx
9429,70,1.5,Manhattan
6930,70,1.5,Manhattan
8400,70,1.5,Manhattan
3885,70,1.5,Manhattan
1617,70,1.5,Brooklyn
1098,56.3,1.5,Brooklyn
2625,70,1.5,Manhattan
4763,56.7,1.5,Manhattan
3990,70,1.5,Manhattan
2100,70,1.5,Brooklyn
2625,70,1.5,Manhattan
1601,42.7,1.5,Manhattan
372,12.4,1.5,Queens
3570,70,1.5,Manhattan
